code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
2013J,608318,M,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-22.0,,59.0,60.0,121.0,55.0,,,115.0,100.0,,,,,,,,,,,2.0,2.0,41.0,43.0,14.0,4.0,8.0
2013J,608672,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,-24.0,,60.0,54.0,127.0,50.0,177.0,40.0,129.0,100.0,213.0,40.0,178.0,80.0,213.0,100.0,214.0,80.0,214.0,100.0,45.0,18.0,135.0,111.0,152.0,27.0,24.0
2013J,608693,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,Y,Fail,-24.0,,53.0,69.0,122.0,54.0,165.0,53.0,90.0,100.0,158.0,60.0,158.0,68.0,192.0,100.0,199.0,60.0,221.0,60.0,21.0,5.0,70.0,74.0,104.0,27.0,24.0
2013J,608714,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail,-22.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,5.0,0.0,0.0,0.0
2013J,609330,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Pass,-37.0,,38.0,80.0,116.0,90.0,171.0,95.0,88.0,100.0,129.0,100.0,149.0,100.0,185.0,100.0,199.0,100.0,213.0,100.0,293.0,116.0,265.0,373.0,105.0,62.0,34.0
2013J,609399,F,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Pass,-39.0,,59.0,85.0,120.0,80.0,170.0,85.0,101.0,80.0,135.0,100.0,158.0,100.0,195.0,100.0,202.0,100.0,213.0,100.0,120.0,0.0,53.0,152.0,95.0,3.0,6.0
2013J,609403,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-24.0,,61.0,75.0,124.0,60.0,172.0,60.0,123.0,80.0,150.0,100.0,160.0,80.0,187.0,100.0,199.0,80.0,220.0,80.0,87.0,1.0,197.0,356.0,131.0,26.0,25.0
2013J,609535,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,-24.0,,60.0,45.0,,,,,,,,,,,,,,,,,1.0,0.0,34.0,22.0,1.0,19.0,13.0
2013J,609538,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,-23.0,,59.0,57.0,136.0,65.0,173.0,84.0,130.0,100.0,154.0,100.0,164.0,100.0,209.0,100.0,209.0,100.0,227.0,100.0,10.0,1.0,107.0,421.0,130.0,29.0,13.0
2013J,609557,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-23.0,,75.0,65.0,142.0,45.0,185.0,66.0,231.0,100.0,,,,,231.0,100.0,231.0,60.0,231.0,100.0,23.0,16.0,97.0,233.0,229.0,11.0,29.0
2013J,609567,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn,-26.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,609761,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,-26.0,,58.0,85.0,114.0,75.0,168.0,80.0,116.0,100.0,132.0,100.0,149.0,100.0,185.0,100.0,199.0,80.0,213.0,100.0,363.0,17.0,382.0,722.0,288.0,88.0,78.0
2013J,609837,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,-26.0,,47.0,75.0,119.0,52.0,,,,,,,,,,,,,,,2.0,0.0,52.0,143.0,0.0,9.0,32.0
2013J,609900,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-23.0,,68.0,95.0,144.0,90.0,201.0,85.0,102.0,100.0,138.0,80.0,230.0,100.0,,,230.0,100.0,237.0,0.0,71.0,1.0,131.0,292.0,178.0,54.0,35.0
2013J,609912,F,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-23.0,,61.0,50.0,124.0,70.0,175.0,80.0,207.0,100.0,207.0,80.0,228.0,100.0,203.0,100.0,227.0,100.0,228.0,100.0,160.0,6.0,186.0,372.0,246.0,57.0,69.0
2013J,609979,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-26.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,7.0,0.0,3.0,2.0
2013J,610012,M,North Western Region,No Formal quals,30-40%,0-35,0,30,N,Pass,-23.0,,61.0,70.0,124.0,78.0,173.0,80.0,143.0,100.0,222.0,80.0,222.0,100.0,227.0,60.0,231.0,20.0,231.0,80.0,2.0,0.0,84.0,81.0,88.0,29.0,17.0
2013J,610016,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,-26.0,97.0,,,,,,,,,,,,,,,,,,,21.0,0.0,13.0,6.0,0.0,3.0,2.0
2013J,610057,F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-27.0,,60.0,80.0,118.0,85.0,186.0,90.0,115.0,100.0,144.0,100.0,192.0,100.0,196.0,100.0,217.0,100.0,217.0,100.0,230.0,1.0,124.0,243.0,148.0,17.0,24.0
2013J,610347,M,South Region,HE Qualification,80-90%,35-55,0,30,N,Pass,-25.0,,44.0,95.0,123.0,85.0,172.0,75.0,96.0,100.0,135.0,100.0,158.0,100.0,200.0,100.0,207.0,100.0,213.0,80.0,204.0,0.0,198.0,484.0,170.0,23.0,23.0
2013J,610380,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,-24.0,,61.0,45.0,119.0,45.0,171.0,35.0,89.0,100.0,195.0,40.0,195.0,48.0,195.0,60.0,209.0,0.0,223.0,60.0,0.0,0.0,36.0,25.0,120.0,4.0,1.0
2013J,610405,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-28.0,,47.0,90.0,109.0,90.0,166.0,70.0,87.0,100.0,135.0,100.0,164.0,100.0,185.0,100.0,200.0,80.0,217.0,80.0,32.0,2.0,100.0,220.0,128.0,8.0,4.0
2013J,610530,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-36.0,,61.0,65.0,129.0,60.0,184.0,45.0,,,,,,,,,,,,,0.0,0.0,17.0,17.0,1.0,7.0,2.0
2013J,610557,F,South East Region,Lower Than A Level,60-70%,0-35,0,30,Y,Fail,-25.0,,61.0,65.0,122.0,65.0,,,95.0,80.0,129.0,60.0,166.0,100.0,,,,,,,166.0,14.0,84.0,99.0,74.0,21.0,18.0
2013J,610569,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,-36.0,,60.0,75.0,123.0,85.0,172.0,80.0,90.0,100.0,137.0,100.0,151.0,100.0,188.0,100.0,201.0,100.0,213.0,100.0,124.0,24.0,401.0,587.0,107.0,115.0,64.0
2013J,610573,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,-25.0,,57.0,45.0,,,,,,,,,,,,,,,,,0.0,0.0,32.0,12.0,0.0,17.0,21.0
2013J,610597,M,South East Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,-35.0,,57.0,82.0,123.0,75.0,169.0,80.0,90.0,100.0,149.0,100.0,149.0,100.0,185.0,100.0,207.0,100.0,214.0,100.0,100.0,3.0,100.0,273.0,96.0,12.0,9.0
2013J,610738,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Fail,-23.0,,87.0,,,,,,,,,,,,,,,,,,7.0,8.0,30.0,55.0,8.0,31.0,18.0
2013J,610739,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-36.0,,60.0,90.0,124.0,90.0,186.0,95.0,227.0,100.0,227.0,60.0,227.0,100.0,227.0,100.0,,,,,9.0,1.0,69.0,142.0,73.0,16.0,22.0
2013J,610749,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,-36.0,,50.0,90.0,120.0,90.0,172.0,70.0,108.0,100.0,140.0,100.0,158.0,100.0,192.0,80.0,213.0,80.0,229.0,100.0,90.0,1.0,214.0,569.0,110.0,90.0,31.0
2013J,611058,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail,-21.0,,60.0,55.0,,,,,,,,,,,,,,,,,1.0,0.0,74.0,25.0,1.0,31.0,10.0
2013J,611138,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,-24.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2013J,611177,F,South Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,-21.0,,85.0,79.0,122.0,80.0,196.0,75.0,94.0,100.0,135.0,100.0,149.0,100.0,195.0,60.0,,,,,29.0,1.0,79.0,89.0,98.0,29.0,24.0
2013J,611215,M,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,Distinction,-36.0,,59.0,90.0,123.0,95.0,172.0,70.0,209.0,80.0,209.0,100.0,209.0,100.0,209.0,100.0,209.0,100.0,217.0,100.0,12.0,0.0,53.0,308.0,92.0,33.0,6.0
2013J,611218,F,South Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,-29.0,,49.0,63.0,117.0,55.0,173.0,70.0,119.0,100.0,136.0,60.0,159.0,60.0,200.0,100.0,207.0,80.0,,,217.0,15.0,275.0,560.0,160.0,67.0,26.0
2013J,611241,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-23.0,,54.0,69.0,118.0,80.0,173.0,90.0,108.0,100.0,161.0,60.0,230.0,100.0,230.0,80.0,230.0,40.0,,,157.0,0.0,127.0,226.0,109.0,19.0,15.0
2013J,611331,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-22.0,,,,,,,,,,,,,,,,,,,,4.0,0.0,5.0,0.0,0.0,0.0,1.0
2013J,611580,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-24.0,,51.0,69.0,121.0,84.0,168.0,70.0,98.0,100.0,135.0,80.0,158.0,80.0,187.0,100.0,208.0,100.0,214.0,100.0,17.0,2.0,143.0,231.0,85.0,31.0,17.0
2013J,612986,M,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,-25.0,,60.0,70.0,123.0,45.0,176.0,60.0,171.0,100.0,171.0,60.0,171.0,80.0,213.0,80.0,220.0,80.0,228.0,100.0,19.0,3.0,125.0,529.0,96.0,25.0,31.0
2013J,1319732,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-35.0,,68.0,88.0,123.0,80.0,179.0,85.0,199.0,100.0,207.0,100.0,207.0,100.0,207.0,100.0,,,,,20.0,0.0,77.0,98.0,85.0,8.0,20.0
2013J,1341096,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-131.0,,55.0,75.0,122.0,80.0,183.0,70.0,90.0,100.0,131.0,60.0,164.0,100.0,200.0,100.0,,,,,882.0,0.0,370.0,217.0,72.0,6.0,6.0
2013J,1347253,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,-28.0,,41.0,85.0,121.0,90.0,161.0,85.0,87.0,100.0,135.0,100.0,150.0,100.0,192.0,100.0,199.0,60.0,224.0,100.0,720.0,3.0,411.0,494.0,146.0,11.0,10.0
2013J,1470552,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,-72.0,,60.0,50.0,,,,,105.0,100.0,,,,,,,,,,,47.0,2.0,64.0,52.0,18.0,36.0,30.0
2013J,1498979,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,-39.0,,59.0,95.0,122.0,90.0,172.0,80.0,94.0,100.0,143.0,100.0,199.0,60.0,199.0,60.0,200.0,100.0,227.0,60.0,95.0,13.0,82.0,372.0,97.0,31.0,18.0
2013J,1516666,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,-22.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0,1.0,0.0
2013J,1537673,F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,-19.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,21.0,0.0,7.0,2.0
2013J,1615575,M,London Region,Lower Than A Level,90-100%,35-55,0,30,N,Withdrawn,-35.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,1674804,M,South East Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,-24.0,,61.0,85.0,123.0,70.0,172.0,73.0,125.0,100.0,159.0,100.0,227.0,100.0,227.0,100.0,227.0,100.0,228.0,100.0,0.0,1.0,73.0,178.0,106.0,25.0,13.0
2013J,1678445,F,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,-70.0,,46.0,85.0,114.0,80.0,164.0,90.0,89.0,100.0,130.0,80.0,159.0,100.0,185.0,100.0,199.0,80.0,214.0,100.0,1095.0,4.0,523.0,398.0,126.0,39.0,28.0
2013J,1699264,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-78.0,,59.0,70.0,120.0,72.0,166.0,69.0,97.0,100.0,132.0,100.0,154.0,100.0,189.0,100.0,202.0,80.0,216.0,60.0,66.0,4.0,109.0,221.0,111.0,21.0,17.0
2013J,1720448,F,South East Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,-45.0,,58.0,55.0,122.0,68.0,170.0,75.0,101.0,100.0,130.0,100.0,160.0,100.0,186.0,100.0,207.0,100.0,230.0,100.0,416.0,6.0,171.0,291.0,130.0,7.0,28.0
2013J,1729833,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-29.0,,61.0,70.0,124.0,70.0,174.0,75.0,228.0,100.0,228.0,100.0,228.0,100.0,228.0,100.0,228.0,100.0,229.0,100.0,0.0,0.0,36.0,119.0,82.0,5.0,1.0
2013J,1756915,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-35.0,,61.0,57.0,127.0,65.0,185.0,50.0,229.0,80.0,229.0,60.0,229.0,80.0,229.0,80.0,229.0,60.0,229.0,80.0,173.0,0.0,55.0,60.0,69.0,13.0,30.0
2013J,1813731,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-23.0,,58.0,77.0,120.0,80.0,171.0,85.0,90.0,100.0,136.0,100.0,150.0,100.0,186.0,100.0,207.0,100.0,213.0,100.0,76.0,15.0,67.0,171.0,132.0,2.0,2.0
2013J,1828078,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,30,Y,Fail,-73.0,,,,,,,,,,,,,,,,,,,,8.0,0.0,14.0,27.0,21.0,22.0,14.0
2013J,1830666,F,South Region,A Level or Equivalent,80-90%,35-55,0,30,Y,Fail,-115.0,,61.0,75.0,,,,,,,,,,,,,,,,,0.0,0.0,9.0,4.0,0.0,2.0,3.0
2013J,1873505,F,North Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-38.0,,,,115.0,75.0,163.0,80.0,98.0,100.0,143.0,100.0,152.0,80.0,185.0,100.0,201.0,80.0,216.0,80.0,33.0,52.0,218.0,542.0,259.0,20.0,34.0
2013J,1930019,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,90,N,Distinction,-94.0,,51.0,50.0,122.0,60.0,171.0,65.0,131.0,100.0,136.0,80.0,164.0,80.0,202.0,100.0,209.0,100.0,,,257.0,3.0,122.0,588.0,77.0,22.0,22.0
2013J,1932526,F,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn,-67.0,34.0,,,,,,,,,,,,,,,,,,,19.0,0.0,12.0,24.0,0.0,4.0,4.0
2013J,1953764,F,North Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,1969985,F,London Region,Lower Than A Level,10-20,35-55,0,30,Y,Pass,-37.0,,,,124.0,75.0,179.0,65.0,114.0,60.0,138.0,80.0,199.0,60.0,192.0,100.0,209.0,80.0,213.0,100.0,17.0,1.0,206.0,227.0,188.0,34.0,16.0
2013J,1986974,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,-102.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,1993905,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-49.0,,52.0,75.0,117.0,80.0,170.0,80.0,96.0,80.0,131.0,100.0,149.0,100.0,185.0,100.0,199.0,80.0,213.0,100.0,826.0,16.0,552.0,632.0,163.0,61.0,24.0
2013J,2002057,M,South East Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,2019921,F,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-29.0,,61.0,55.0,159.0,50.0,,,159.0,80.0,178.0,40.0,178.0,92.0,,,,,,,0.0,0.0,20.0,4.0,60.0,1.0,1.0
2013J,2035700,F,South West Region,Lower Than A Level,30-40%,35-55,0,45,N,Distinction,-163.0,,58.0,75.0,122.0,70.0,172.0,84.0,87.0,100.0,137.0,100.0,152.0,100.0,185.0,100.0,223.0,100.0,223.0,40.0,394.0,6.0,278.0,517.0,96.0,80.0,23.0
2013J,2048119,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn,-102.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,2067146,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Fail,-23.0,,59.0,45.0,,,,,,,,,,,,,,,,,12.0,1.0,18.0,10.0,0.0,11.0,16.0
2013J,2152928,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,-38.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,1.0,0.0
2013J,2174129,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,-66.0,,60.0,75.0,122.0,85.0,171.0,80.0,136.0,100.0,139.0,100.0,158.0,100.0,186.0,100.0,200.0,100.0,230.0,100.0,592.0,2.0,312.0,158.0,91.0,29.0,32.0
2013J,2180994,F,North Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction,-142.0,,57.0,50.0,117.0,69.0,172.0,69.0,91.0,80.0,157.0,80.0,158.0,100.0,203.0,80.0,208.0,100.0,213.0,100.0,66.0,0.0,236.0,461.0,126.0,31.0,15.0
2013J,2181700,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-37.0,,53.0,65.0,124.0,90.0,173.0,80.0,103.0,80.0,160.0,100.0,164.0,100.0,185.0,100.0,210.0,80.0,230.0,80.0,5.0,0.0,190.0,384.0,85.0,38.0,18.0
2013J,2237783,M,South East Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,-144.0,-143.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,2246073,M,London Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,-120.0,,51.0,80.0,123.0,75.0,176.0,80.0,90.0,100.0,135.0,80.0,154.0,100.0,227.0,100.0,227.0,80.0,227.0,80.0,135.0,4.0,100.0,255.0,94.0,26.0,21.0
2013J,2248072,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-37.0,,60.0,81.0,138.0,61.0,181.0,60.0,221.0,40.0,221.0,100.0,221.0,100.0,221.0,60.0,228.0,80.0,,,0.0,1.0,31.0,71.0,98.0,11.0,41.0
2013J,2248779,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-22.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2013J,2248789,F,South Region,Lower Than A Level,90-100%,35-55,0,30,Y,Fail,-38.0,,,,123.0,63.0,187.0,39.0,98.0,80.0,136.0,100.0,196.0,100.0,200.0,100.0,207.0,100.0,,,2553.0,7.0,437.0,457.0,116.0,77.0,101.0
2013J,2254271,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,Y,Fail,-101.0,,68.0,70.0,131.0,70.0,193.0,55.0,,,,,,,,,,,,,15.0,2.0,187.0,276.0,1.0,127.0,54.0
2013J,2271264,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,-25.0,,60.0,52.0,124.0,67.0,177.0,58.0,178.0,60.0,178.0,80.0,209.0,60.0,209.0,80.0,228.0,60.0,228.0,60.0,35.0,0.0,46.0,42.0,103.0,13.0,20.0
2013J,2280643,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-38.0,,60.0,84.0,125.0,88.0,179.0,84.0,98.0,100.0,153.0,80.0,164.0,100.0,189.0,100.0,199.0,80.0,,,607.0,10.0,366.0,248.0,133.0,12.0,35.0
2013J,2285156,F,North Western Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,-101.0,,30.0,65.0,119.0,80.0,156.0,85.0,96.0,100.0,129.0,100.0,149.0,80.0,185.0,100.0,199.0,100.0,213.0,100.0,389.0,0.0,158.0,280.0,163.0,13.0,14.0
2013J,2312783,M,London Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,-37.0,,57.0,80.0,,,,,87.0,100.0,,,,,,,,,,,354.0,10.0,337.0,641.0,23.0,173.0,114.0
2013J,2343354,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-28.0,,56.0,70.0,120.0,55.0,172.0,60.0,101.0,100.0,139.0,80.0,160.0,100.0,229.0,80.0,229.0,100.0,229.0,100.0,44.0,0.0,56.0,49.0,94.0,10.0,21.0
2013J,2349926,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-49.0,,,,,,,,,,,,,,,,,,,,29.0,1.0,34.0,2.0,0.0,11.0,7.0
2013J,2365602,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,30,N,Fail,-35.0,,56.0,57.0,124.0,35.0,178.0,40.0,147.0,60.0,185.0,40.0,200.0,72.0,200.0,60.0,200.0,60.0,,,12.0,1.0,176.0,226.0,113.0,67.0,14.0
2013J,2369187,F,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-142.0,,52.0,90.0,122.0,80.0,172.0,73.0,97.0,100.0,149.0,100.0,150.0,100.0,214.0,100.0,,,,,127.0,0.0,115.0,140.0,49.0,9.0,6.0
2013J,2379431,F,London Region,HE Qualification,40-50%,0-35,0,30,N,Fail,-51.0,,59.0,71.0,123.0,71.0,,,88.0,80.0,129.0,60.0,151.0,80.0,,,,,,,17.0,1.0,87.0,11.0,59.0,5.0,1.0
2013J,2386281,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,Y,Pass,-53.0,,33.0,80.0,115.0,70.0,179.0,80.0,87.0,100.0,153.0,60.0,194.0,60.0,200.0,100.0,,,,,252.0,0.0,106.0,278.0,103.0,17.0,13.0
2013J,2387566,F,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-123.0,,41.0,60.0,,,,,115.0,100.0,,,,,,,,,,,26.0,4.0,65.0,75.0,27.0,69.0,55.0
2013J,2394352,F,South Region,A Level or Equivalent,10-20,35-55,0,30,N,Withdrawn,-37.0,95.0,44.0,70.0,,,,,87.0,100.0,,,,,,,,,,,46.0,1.0,38.0,66.0,25.0,21.0,22.0
2013J,2417702,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-23.0,,59.0,80.0,130.0,75.0,173.0,87.0,122.0,60.0,171.0,100.0,171.0,100.0,230.0,100.0,,,,,47.0,1.0,115.0,187.0,105.0,13.0,23.0
2013J,2420364,M,West Midlands Region,HE Qualification,20-30%,0-35,0,30,N,Pass,-38.0,,59.0,69.0,123.0,84.0,172.0,85.0,149.0,100.0,149.0,100.0,173.0,100.0,210.0,100.0,,,,,148.0,0.0,110.0,83.0,52.0,8.0,6.0
2013J,2440133,F,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn,-142.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,2458203,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction,-150.0,,46.0,75.0,120.0,88.0,170.0,95.0,94.0,100.0,137.0,100.0,149.0,100.0,187.0,100.0,200.0,100.0,214.0,100.0,156.0,19.0,459.0,315.0,176.0,73.0,45.0
2013J,2462584,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-59.0,,61.0,75.0,124.0,80.0,173.0,78.0,122.0,100.0,174.0,80.0,,,227.0,100.0,229.0,60.0,229.0,100.0,63.0,1.0,81.0,208.0,152.0,8.0,17.0
2013J,2464917,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,2477040,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-20.0,,60.0,70.0,,,,,101.0,100.0,,,,,,,,,,,124.0,0.0,78.0,25.0,14.0,31.0,17.0
2013J,2482885,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Fail,-45.0,,65.0,67.0,129.0,80.0,185.0,63.0,186.0,100.0,186.0,100.0,,,,,,,,,55.0,0.0,98.0,130.0,37.0,36.0,25.0
2013J,2498139,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,Y,Distinction,-179.0,,57.0,70.0,116.0,80.0,169.0,75.0,108.0,100.0,129.0,100.0,164.0,80.0,192.0,100.0,,,,,572.0,0.0,206.0,179.0,72.0,20.0,34.0
2013J,2511859,F,London Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,-102.0,,58.0,77.0,119.0,69.0,169.0,80.0,88.0,100.0,130.0,100.0,151.0,100.0,186.0,100.0,,,,,99.0,0.0,199.0,522.0,106.0,21.0,12.0
2013J,2516931,F,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-58.0,,57.0,75.0,122.0,80.0,,,108.0,100.0,136.0,100.0,158.0,100.0,,,,,,,15.0,0.0,39.0,89.0,53.0,8.0,5.0
2013J,2519972,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-23.0,,87.0,80.0,144.0,85.0,206.0,85.0,114.0,80.0,166.0,80.0,174.0,100.0,227.0,80.0,227.0,80.0,227.0,100.0,59.0,0.0,187.0,335.0,129.0,56.0,51.0
2013J,2540288,F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,2540450,M,London Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail,-64.0,,,,,,,,,,,,,,,,,,,,12.0,0.0,2.0,3.0,0.0,0.0,2.0
2013J,2542291,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,-86.0,,,,120.0,85.0,168.0,80.0,96.0,100.0,135.0,100.0,151.0,100.0,192.0,100.0,199.0,100.0,213.0,100.0,84.0,0.0,117.0,197.0,106.0,10.0,9.0
2013J,2542342,F,North Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-87.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,9.0,1.0,0.0,1.0,6.0
2013J,2555098,F,North Western Region,Lower Than A Level,10-20,0-35,0,30,Y,Fail,-73.0,,81.0,69.0,,,,,,,,,,,,,,,,,0.0,0.0,24.0,0.0,0.0,18.0,29.0
2013J,2561971,F,South West Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-31.0,,66.0,69.0,123.0,70.0,173.0,84.0,94.0,80.0,144.0,100.0,157.0,80.0,192.0,100.0,199.0,100.0,213.0,100.0,223.0,1.0,203.0,615.0,158.0,19.0,5.0
