code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
2013B,546428,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-94.0,,16.0,73.0,44.0,90.0,87.0,77.0,117.0,70.0,148.0,79.0,178.0,79.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,80.0,2588.0,2.0,460.0,,1.0,0.0,74.0,21.0,0.0,30.0,9.0
2013B,546455,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,-48.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,,0.0,0.0,0.0,1.0,0.0,14.0,2.0
2013B,546500,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-55.0,,18.0,59.0,46.0,68.0,89.0,78.0,123.0,86.0,,,,,60.0,100.0,95.0,80.0,126.0,80.0,164.0,100.0,,,535.0,0.0,154.0,,0.0,0.0,64.0,16.0,0.0,28.0,12.0
2013B,546533,F,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-24.0,,20.0,67.0,47.0,63.0,89.0,47.0,131.0,67.0,159.0,60.0,187.0,80.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,80.0,825.0,13.0,282.0,,5.0,0.0,103.0,63.0,0.0,73.0,42.0
2013B,546609,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-73.0,,18.0,71.0,46.0,76.0,88.0,93.0,123.0,85.0,158.0,83.0,186.0,85.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,224.0,5.0,170.0,,0.0,0.0,77.0,55.0,1.0,109.0,8.0
2013B,546632,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-73.0,,18.0,87.0,47.0,82.0,88.0,84.0,123.0,83.0,158.0,87.0,186.0,80.0,60.0,80.0,95.0,100.0,126.0,40.0,164.0,40.0,189.0,60.0,772.0,0.0,369.0,,3.0,12.0,80.0,64.0,0.0,92.0,32.0
2013B,546681,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-71.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,11.0,,1.0,0.0,0.0,2.0,0.0,4.0,2.0
2013B,546685,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-73.0,,18.0,90.0,46.0,90.0,88.0,83.0,123.0,85.0,158.0,100.0,,,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,910.0,0.0,353.0,,1.0,0.0,72.0,22.0,0.0,45.0,11.0
2013B,546749,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-68.0,,17.0,84.0,46.0,73.0,88.0,82.0,,,162.0,88.0,187.0,84.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,937.0,0.0,451.0,,2.0,12.0,103.0,60.0,0.0,70.0,18.0
2013B,546786,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-92.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,546811,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-76.0,,23.0,54.0,50.0,56.0,97.0,52.0,131.0,38.0,161.0,62.0,185.0,57.0,,,95.0,60.0,,,,,189.0,40.0,76.0,0.0,30.0,,0.0,0.0,27.0,1.0,0.0,7.0,1.0
2013B,546837,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-24.0,,18.0,65.0,47.0,85.0,89.0,80.0,128.0,80.0,159.0,70.0,187.0,80.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,60.0,189.0,100.0,522.0,5.0,193.0,,0.0,0.0,100.0,27.0,0.0,48.0,20.0
2013B,546843,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-24.0,,22.0,70.0,47.0,68.0,89.0,61.0,124.0,57.0,159.0,63.0,,,60.0,100.0,95.0,60.0,126.0,100.0,164.0,40.0,,,59.0,0.0,66.0,,1.0,1.0,69.0,43.0,0.0,55.0,16.0
2013B,546892,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-92.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,546909,F,London Region,Lower Than A Level,10-20,35-55,0,60,Y,Fail,-55.0,,18.0,60.0,46.0,65.0,88.0,60.0,,,,,,,60.0,100.0,95.0,60.0,126.0,80.0,,,,,381.0,1.0,154.0,,1.0,0.0,75.0,44.0,0.0,48.0,9.0
2013B,546921,M,Wales,HE Qualification,60-70%,0-35,0,180,N,Pass,-82.0,,19.0,83.0,,,91.0,95.0,131.0,66.0,160.0,87.0,,,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,80.0,132.0,0.0,123.0,,1.0,2.0,68.0,96.0,0.0,83.0,14.0
2013B,546941,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-53.0,-30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,546947,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-24.0,76.0,17.0,74.0,54.0,65.0,,,,,,,,,60.0,100.0,,,,,,,,,700.0,0.0,201.0,,0.0,2.0,14.0,27.0,0.0,113.0,37.0
2013B,546958,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-73.0,,18.0,86.0,46.0,90.0,95.0,85.0,123.0,80.0,,,,,60.0,100.0,95.0,60.0,126.0,100.0,,,,,76.0,0.0,78.0,,1.0,0.0,47.0,5.0,0.0,6.0,5.0
2013B,547052,F,London Region,A Level or Equivalent,0-10%,0-35,0,150,N,Withdrawn,-82.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,547165,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-76.0,,18.0,85.0,46.0,72.0,,,,,,,,,60.0,60.0,95.0,80.0,,,,,,,206.0,0.0,71.0,,1.0,0.0,36.0,17.0,0.0,24.0,16.0
2013B,547192,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-68.0,,18.0,65.0,47.0,61.0,89.0,62.0,124.0,66.0,159.0,77.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,249.0,0.0,130.0,,2.0,0.0,100.0,37.0,0.0,36.0,7.0
2013B,547259,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-65.0,,18.0,71.0,49.0,80.0,89.0,83.0,131.0,90.0,159.0,100.0,186.0,83.0,60.0,100.0,95.0,100.0,,,164.0,80.0,189.0,80.0,572.0,0.0,387.0,,0.0,0.0,98.0,111.0,0.0,197.0,41.0
2013B,547267,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,,1.0,0.0,1.0,3.0,0.0,14.0,0.0
2013B,547303,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-36.0,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,7.0,,1.0,0.0,0.0,4.0,0.0,7.0,3.0
2013B,547372,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-67.0,,31.0,44.0,51.0,40.0,,,,,,,,,60.0,80.0,,,,,,,,,6.0,0.0,10.0,,0.0,0.0,15.0,2.0,0.0,5.0,1.0
2013B,547390,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-88.0,,18.0,56.0,46.0,65.0,88.0,57.0,123.0,65.0,159.0,71.0,,,60.0,100.0,95.0,40.0,126.0,100.0,164.0,60.0,,,21.0,0.0,18.0,,0.0,0.0,50.0,1.0,0.0,5.0,2.0
2013B,547403,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-64.0,,18.0,51.0,67.0,71.0,89.0,71.0,124.0,60.0,172.0,67.0,186.0,66.0,60.0,80.0,95.0,80.0,128.0,80.0,164.0,100.0,189.0,100.0,548.0,2.0,190.0,,1.0,0.0,99.0,49.0,0.0,75.0,18.0
2013B,547409,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-49.0,,19.0,61.0,64.0,65.0,,,,,,,,,,,,,,,,,,,44.0,0.0,36.0,,0.0,0.0,4.0,12.0,0.0,22.0,6.0
2013B,547427,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-52.0,,15.0,70.0,40.0,71.0,86.0,79.0,118.0,78.0,156.0,70.0,186.0,72.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,80.0,266.0,0.0,136.0,,2.0,0.0,82.0,22.0,0.0,51.0,10.0
2013B,547466,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-15.0,,19.0,68.0,61.0,59.0,103.0,46.0,128.0,63.0,166.0,48.0,189.0,56.0,60.0,100.0,95.0,80.0,126.0,60.0,164.0,80.0,189.0,100.0,220.0,10.0,119.0,,5.0,3.0,111.0,33.0,0.0,70.0,26.0
2013B,547472,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-82.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,547620,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,-72.0,,19.0,70.0,45.0,64.0,88.0,47.0,,,,,,,60.0,100.0,95.0,60.0,,,,,,,220.0,1.0,32.0,,1.0,0.0,34.0,3.0,0.0,10.0,9.0
2013B,547663,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-42.0,,,,,,,,,,,,,,,,,,,,,,,,47.0,1.0,29.0,,0.0,0.0,0.0,9.0,0.0,17.0,5.0
2013B,547689,F,Wales,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-67.0,,11.0,88.0,42.0,94.0,75.0,87.0,120.0,90.0,150.0,88.0,181.0,82.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,682.0,4.0,348.0,,6.0,1.0,114.0,32.0,0.0,82.0,25.0
2013B,547690,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-46.0,,16.0,92.0,46.0,90.0,88.0,93.0,122.0,90.0,158.0,87.0,186.0,95.0,60.0,80.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,845.0,3.0,165.0,,1.0,0.0,72.0,27.0,0.0,58.0,17.0
2013B,547697,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-22.0,,15.0,91.0,44.0,88.0,85.0,89.0,124.0,84.0,158.0,90.0,187.0,84.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,100.0,102.0,3.0,44.0,,0.0,0.0,60.0,5.0,0.0,11.0,4.0
2013B,547755,F,Wales,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,-58.0,37.0,18.0,55.0,,,,,,,,,,,,,,,,,,,,,824.0,1.0,170.0,,1.0,1.0,2.0,37.0,0.0,69.0,15.0
2013B,547757,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-24.0,,17.0,71.0,47.0,60.0,88.0,94.0,124.0,90.0,159.0,79.0,185.0,86.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,1104.0,0.0,391.0,,1.0,0.0,83.0,50.0,0.0,91.0,33.0
2013B,547841,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-36.0,,17.0,89.0,47.0,93.0,93.0,93.0,124.0,92.0,159.0,85.0,,,60.0,80.0,95.0,100.0,126.0,100.0,164.0,100.0,,,495.0,3.0,248.0,,4.0,1.0,74.0,47.0,0.0,72.0,13.0
2013B,547855,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-73.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,547873,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,-72.0,,18.0,63.0,46.0,53.0,86.0,54.0,127.0,67.0,161.0,60.0,186.0,67.0,60.0,100.0,95.0,100.0,126.0,40.0,164.0,60.0,189.0,40.0,50.0,1.0,180.0,,0.0,0.0,78.0,15.0,0.0,21.0,12.0
2013B,547892,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-65.0,,19.0,80.0,47.0,73.0,96.0,79.0,123.0,81.0,159.0,72.0,187.0,77.0,60.0,100.0,,,126.0,80.0,164.0,80.0,189.0,80.0,335.0,2.0,105.0,,0.0,0.0,55.0,32.0,0.0,35.0,7.0
2013B,547902,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-46.0,,18.0,85.0,46.0,75.0,89.0,78.0,124.0,72.0,159.0,81.0,,,60.0,80.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,207.0,0.0,221.0,,0.0,1.0,94.0,24.0,2.0,38.0,16.0
2013B,547903,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-58.0,,17.0,90.0,45.0,87.0,88.0,83.0,121.0,71.0,158.0,82.0,,,60.0,80.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,100.0,5328.0,8.0,1445.0,,3.0,10.0,147.0,83.0,0.0,251.0,78.0
2013B,548090,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-73.0,,18.0,87.0,46.0,90.0,88.0,85.0,129.0,85.0,159.0,95.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,1964.0,0.0,633.0,,0.0,1.0,240.0,48.0,0.0,74.0,15.0
2013B,548097,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,Y,Fail,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,548106,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-72.0,123.0,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0,24.0,,0.0,0.0,4.0,2.0,0.0,3.0,0.0
2013B,548124,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-34.0,,18.0,83.0,46.0,85.0,89.0,67.0,124.0,65.0,158.0,85.0,187.0,77.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,255.0,3.0,99.0,,0.0,0.0,74.0,14.0,0.0,22.0,1.0
2013B,548241,M,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-85.0,,17.0,70.0,45.0,83.0,86.0,79.0,116.0,77.0,158.0,73.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,236.0,1.0,101.0,,1.0,0.0,79.0,30.0,0.0,43.0,10.0
2013B,548255,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-73.0,,17.0,80.0,46.0,73.0,88.0,85.0,123.0,86.0,158.0,85.0,186.0,90.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,1120.0,1.0,396.0,,3.0,0.0,66.0,102.0,0.0,146.0,41.0
2013B,548275,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-65.0,,18.0,79.0,45.0,71.0,92.0,79.0,130.0,81.0,158.0,82.0,186.0,80.0,60.0,80.0,95.0,60.0,126.0,60.0,164.0,80.0,189.0,40.0,388.0,0.0,330.0,,4.0,0.0,77.0,31.0,0.0,58.0,17.0
2013B,548307,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-52.0,,19.0,53.0,,,,,,,,,,,60.0,80.0,,,,,,,,,32.0,0.0,67.0,,1.0,5.0,21.0,27.0,0.0,35.0,8.0
2013B,548321,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-79.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,548334,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-23.0,,25.0,73.0,55.0,66.0,94.0,72.0,,,162.0,69.0,187.0,39.0,60.0,80.0,95.0,100.0,126.0,80.0,164.0,80.0,,,327.0,4.0,195.0,,4.0,0.0,86.0,62.0,0.0,132.0,29.0
2013B,548344,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-65.0,,17.0,48.0,,,,,,,,,,,,,,,,,,,,,41.0,0.0,11.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013B,548355,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2013B,548403,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-36.0,,19.0,60.0,,,,,,,,,,,,,,,,,,,,,29.0,0.0,13.0,,0.0,0.0,0.0,5.0,0.0,4.0,4.0
2013B,548439,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-79.0,,19.0,78.0,46.0,76.0,89.0,83.0,124.0,78.0,159.0,81.0,186.0,78.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,203.0,3.0,311.0,,0.0,0.0,69.0,49.0,0.0,61.0,18.0
2013B,548488,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,-21.0,163.0,20.0,74.0,55.0,75.0,91.0,77.0,145.0,76.0,,,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,,,55.0,0.0,59.0,,1.0,0.0,53.0,4.0,0.0,9.0,8.0
2013B,548504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-28.0,,18.0,89.0,46.0,85.0,95.0,90.0,124.0,89.0,166.0,83.0,187.0,77.0,60.0,80.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,60.0,55.0,0.0,191.0,,1.0,2.0,77.0,30.0,0.0,64.0,9.0
2013B,548520,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,548585,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-50.0,80.0,18.0,61.0,47.0,65.0,89.0,70.0,,,,,,,60.0,100.0,95.0,100.0,,,,,,,145.0,9.0,231.0,,4.0,1.0,73.0,112.0,0.0,214.0,24.0
2013B,548617,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-65.0,,18.0,74.0,46.0,65.0,96.0,72.0,131.0,87.0,166.0,89.0,187.0,91.0,60.0,100.0,,,126.0,80.0,164.0,100.0,189.0,60.0,375.0,4.0,140.0,,0.0,1.0,60.0,57.0,1.0,88.0,10.0
2013B,548642,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-73.0,110.0,19.0,60.0,48.0,72.0,89.0,73.0,,,,,,,60.0,100.0,95.0,100.0,,,,,,,143.0,0.0,93.0,,1.0,1.0,27.0,8.0,0.0,22.0,4.0
2013B,548714,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-80.0,,17.0,87.0,46.0,87.0,,,132.0,90.0,159.0,25.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,,,577.0,0.0,242.0,,0.0,0.0,61.0,43.0,0.0,82.0,1.0
2013B,548744,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-22.0,,19.0,69.0,47.0,59.0,89.0,73.0,124.0,40.0,159.0,68.0,187.0,61.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,191.0,0.0,143.0,,0.0,0.0,70.0,34.0,1.0,40.0,2.0
2013B,548791,F,Scotland,HE Qualification,60-70%,35-55,0,60,Y,Pass,-53.0,,12.0,83.0,52.0,75.0,82.0,71.0,,,143.0,74.0,187.0,61.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,40.0,189.0,60.0,164.0,7.0,114.0,,1.0,1.0,81.0,24.0,0.0,40.0,16.0
2013B,548800,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-22.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,28.0,,1.0,1.0,1.0,4.0,0.0,10.0,6.0
2013B,548813,F,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail,-53.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,3.0,,2.0,0.0,0.0,3.0,0.0,7.0,1.0
2013B,548831,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-71.0,57.0,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013B,548834,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-80.0,,19.0,79.0,46.0,80.0,87.0,87.0,123.0,69.0,158.0,88.0,185.0,89.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,1224.0,0.0,265.0,,2.0,1.0,109.0,52.0,0.0,38.0,6.0
2013B,548838,F,South West Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-80.0,,19.0,60.0,46.0,61.0,88.0,32.0,122.0,59.0,158.0,88.0,185.0,91.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,90.0,1.0,132.0,,0.0,0.0,70.0,39.0,0.0,35.0,11.0
2013B,548839,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-80.0,,18.0,61.0,47.0,66.0,89.0,83.0,128.0,77.0,159.0,74.0,193.0,86.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,170.0,0.0,94.0,,2.0,2.0,85.0,38.0,0.0,82.0,3.0
2013B,548843,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-80.0,,18.0,84.0,47.0,69.0,89.0,81.0,124.0,75.0,167.0,82.0,187.0,75.0,60.0,100.0,95.0,100.0,126.0,80.0,,,189.0,100.0,409.0,0.0,260.0,,0.0,0.0,85.0,80.0,0.0,109.0,28.0
2013B,548871,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-79.0,,26.0,50.0,48.0,51.0,89.0,50.0,131.0,56.0,164.0,55.0,,,60.0,80.0,95.0,60.0,126.0,80.0,164.0,60.0,189.0,100.0,79.0,0.0,46.0,,0.0,0.0,85.0,44.0,0.0,56.0,13.0
2013B,548881,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-50.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,548884,F,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-52.0,,15.0,73.0,41.0,57.0,75.0,57.0,118.0,64.0,151.0,55.0,185.0,60.0,60.0,80.0,95.0,100.0,126.0,60.0,164.0,60.0,189.0,60.0,188.0,0.0,146.0,,0.0,0.0,101.0,14.0,0.0,29.0,15.0
2013B,548885,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction,-79.0,,15.0,90.0,39.0,91.0,74.0,85.0,120.0,91.0,155.0,93.0,182.0,93.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,205.0,1.0,121.0,,1.0,0.0,102.0,20.0,0.0,24.0,9.0
2013B,548900,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-71.0,57.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,,1.0,0.0,0.0,5.0,0.0,7.0,4.0
2013B,548921,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-59.0,,17.0,63.0,42.0,68.0,86.0,62.0,121.0,66.0,154.0,66.0,,,60.0,100.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,100.0,202.0,0.0,95.0,,1.0,0.0,78.0,10.0,0.0,22.0,10.0
2013B,548924,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Fail,-44.0,,32.0,51.0,47.0,40.0,,,,,,,,,60.0,100.0,95.0,100.0,,,,,,,36.0,2.0,61.0,,0.0,0.0,45.0,35.0,0.0,65.0,19.0
2013B,548935,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-24.0,,16.0,75.0,45.0,73.0,88.0,78.0,123.0,80.0,159.0,72.0,,,60.0,100.0,95.0,80.0,126.0,100.0,164.0,80.0,189.0,100.0,681.0,0.0,391.0,,2.0,0.0,139.0,51.0,1.0,74.0,24.0
2013B,548954,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-58.0,,18.0,77.0,50.0,65.0,89.0,86.0,124.0,75.0,159.0,56.0,187.0,85.0,60.0,80.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,60.0,24.0,0.0,30.0,,0.0,0.0,62.0,3.0,0.0,5.0,0.0
2013B,548981,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-79.0,,19.0,63.0,54.0,60.0,89.0,60.0,,,,,,,60.0,80.0,95.0,100.0,,,,,,,30.0,0.0,22.0,,0.0,0.0,29.0,8.0,0.0,7.0,3.0
2013B,548990,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,-80.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,549009,F,London Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn,-53.0,179.0,21.0,24.0,42.0,44.0,106.0,12.0,121.0,21.0,,,,,,,,,,,,,,,35.0,0.0,8.0,,1.0,0.0,0.0,5.0,0.0,6.0,3.0
2013B,549047,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-55.0,,18.0,77.0,47.0,73.0,89.0,61.0,124.0,75.0,158.0,75.0,187.0,70.0,60.0,100.0,95.0,60.0,126.0,100.0,164.0,60.0,189.0,40.0,125.0,0.0,221.0,,1.0,2.0,72.0,59.0,0.0,95.0,23.0
2013B,549078,F,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-34.0,,19.0,52.0,48.0,0.0,90.0,37.0,128.0,37.0,159.0,39.0,187.0,51.0,60.0,100.0,95.0,40.0,,,164.0,60.0,189.0,40.0,44.0,0.0,86.0,,1.0,0.0,57.0,26.0,0.0,29.0,6.0
2013B,549106,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-44.0,,,,,,,,,,,,,,,,,,,,,,,,250.0,2.0,39.0,,3.0,0.0,0.0,18.0,0.0,45.0,3.0
2013B,549143,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-65.0,57.0,,,,,,,,,,,,,,,,,,,,,,,28.0,2.0,9.0,,1.0,0.0,0.0,9.0,0.0,17.0,6.0
2013B,549158,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-46.0,,19.0,69.0,47.0,51.0,89.0,69.0,123.0,47.0,159.0,62.0,184.0,54.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,100.0,189.0,100.0,22.0,0.0,65.0,,1.0,0.0,71.0,29.0,0.0,39.0,8.0
