code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_resource,clicks_subpage,clicks_url
2013J,465399,F,East Midlands Region,Lower Than A Level,50-60%,0-35,3,60,Y,Withdrawn,-39.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,465418,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-198.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,465441,M,West Midlands Region,HE Qualification,60-70%,0-35,1,60,N,Pass,-52.0,,25.0,89.0,53.0,82.0,88.0,90.0,122.0,94.0,165.0,66.0,,,237.0,62.0,15.0,718.0,0.0,403.0,8.0,204.0,175.0,82.0,272.0,59.0
2013J,465629,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-59.0,,25.0,82.0,60.0,68.0,95.0,45.0,131.0,29.0,,,,,,,4.0,357.0,0.0,296.0,1.0,137.0,105.0,52.0,169.0,13.0
2013J,466158,F,South Region,Lower Than A Level,30-40%,0-35,1,180,Y,Withdrawn,-87.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,466539,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-198.0,,24.0,84.0,52.0,84.0,88.0,92.0,119.0,81.0,164.0,85.0,206.0,78.0,237.0,76.0,21.0,520.0,1.0,605.0,17.0,471.0,203.0,154.0,511.0,48.0
2013J,466880,F,South West Region,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,-29.0,,1.0,92.0,50.0,73.0,71.0,82.0,108.0,78.0,159.0,73.0,207.0,21.0,237.0,71.0,4.0,223.0,0.0,204.0,3.0,194.0,138.0,11.0,35.0,4.0
2013J,467776,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-103.0,102.0,23.0,18.0,,,,,,,,,,,,,5.0,13.0,0.0,54.0,0.0,63.0,10.0,4.0,46.0,6.0
2013J,468657,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,90,N,Withdrawn,-65.0,233.0,,,89.0,43.0,,,,,,,,,,,6.0,46.0,0.0,27.0,0.0,51.0,4.0,13.0,26.0,0.0
2013J,468927,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-115.0,,24.0,78.0,51.0,80.0,85.0,87.0,123.0,72.0,165.0,55.0,206.0,77.0,242.0,62.0,12.0,511.0,0.0,279.0,2.0,113.0,46.0,74.0,215.0,16.0
2013J,469389,F,East Anglian Region,No Formal quals,70-80%,0-35,0,70,N,Withdrawn,-33.0,103.0,25.0,49.0,53.0,30.0,,,,,,,,,,,3.0,173.0,0.0,83.0,6.0,45.0,16.0,40.0,179.0,14.0
2013J,469465,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,24.0,,,,70.0,57.0,88.0,77.0,130.0,54.0,172.0,45.0,207.0,48.0,241.0,51.0,10.0,109.0,9.0,141.0,2.0,253.0,64.0,46.0,98.0,10.0
2013J,469553,M,South West Region,Lower Than A Level,90-100%,0-35,0,180,Y,Pass,-18.0,,25.0,80.0,53.0,86.0,88.0,83.0,123.0,80.0,165.0,70.0,207.0,76.0,241.0,73.0,2.0,185.0,0.0,165.0,1.0,77.0,55.0,52.0,121.0,7.0
2013J,470119,M,West Midlands Region,Lower Than A Level,40-50%,0-35,1,240,N,Withdrawn,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,470403,F,Ireland,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,-183.0,,16.0,42.0,51.0,57.0,87.0,49.0,122.0,45.0,161.0,48.0,209.0,24.0,242.0,27.0,6.0,1122.0,3.0,656.0,31.0,191.0,150.0,61.0,327.0,12.0
2013J,471373,F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-151.0,,22.0,89.0,46.0,92.0,82.0,96.0,107.0,87.0,159.0,85.0,193.0,84.0,237.0,100.0,12.0,932.0,0.0,401.0,13.0,51.0,87.0,47.0,312.0,187.0
2013J,472000,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-38.0,,25.0,71.0,56.0,58.0,87.0,68.0,127.0,60.0,186.0,56.0,206.0,32.0,237.0,51.0,3.0,421.0,0.0,365.0,21.0,101.0,31.0,36.0,120.0,8.0
2013J,472060,F,South East Region,Lower Than A Level,80-90%,35-55,2,60,N,Fail,-33.0,,26.0,85.0,,,,,123.0,39.0,,,,,,,2.0,7.0,0.0,26.0,0.0,23.0,0.0,3.0,25.0,6.0
2013J,473104,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-56.0,,25.0,71.0,53.0,60.0,88.0,71.0,123.0,47.0,179.0,57.0,214.0,16.0,242.0,47.0,61.0,295.0,0.0,1065.0,19.0,1258.0,200.0,370.0,1177.0,132.0
2013J,473340,M,South Region,Lower Than A Level,60-70%,0-35,0,180,N,Fail,-176.0,,24.0,72.0,53.0,61.0,88.0,60.0,122.0,64.0,,,215.0,24.0,237.0,40.0,1.0,67.0,0.0,66.0,0.0,137.0,17.0,18.0,32.0,3.0
2013J,473378,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-93.0,146.0,24.0,91.0,52.0,93.0,87.0,98.0,122.0,62.0,,,,,,,16.0,288.0,5.0,385.0,7.0,359.0,133.0,54.0,257.0,38.0
2013J,473406,M,Scotland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,-38.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,473509,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,300,N,Withdrawn,-74.0,47.0,,,,,,,,,,,,,,,3.0,49.0,0.0,38.0,0.0,3.0,2.0,0.0,8.0,2.0
2013J,473640,M,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,-58.0,222.0,24.0,14.0,53.0,6.0,87.0,40.0,,,169.0,33.0,,,,,8.0,867.0,0.0,322.0,0.0,159.0,22.0,11.0,66.0,3.0
2013J,474246,M,South East Region,Lower Than A Level,10-20,0-35,1,90,N,Fail,-70.0,,19.0,82.0,53.0,82.0,89.0,93.0,,,,,,,,,2.0,129.0,0.0,149.0,0.0,64.0,42.0,3.0,49.0,28.0
2013J,474385,F,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,-102.0,94.0,-1.0,63.0,-1.0,78.0,,,,,,,,,,,1.0,31.0,0.0,24.0,0.0,3.0,2.0,1.0,3.0,3.0
2013J,474495,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-60.0,,23.0,78.0,54.0,91.0,87.0,95.0,123.0,97.0,172.0,93.0,207.0,78.0,242.0,69.0,21.0,259.0,0.0,188.0,1.0,256.0,150.0,64.0,218.0,25.0
2013J,474508,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-74.0,82.0,25.0,57.0,53.0,70.0,,,,,,,,,,,15.0,265.0,2.0,235.0,4.0,39.0,77.0,20.0,173.0,36.0
2013J,474902,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-56.0,,18.0,70.0,52.0,67.0,88.0,68.0,123.0,54.0,165.0,26.0,207.0,64.0,237.0,44.0,6.0,491.0,24.0,457.0,11.0,74.0,152.0,130.0,413.0,21.0
2013J,476144,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-70.0,,24.0,69.0,53.0,66.0,93.0,82.0,122.0,29.0,179.0,42.0,205.0,11.0,242.0,47.0,15.0,671.0,2.0,432.0,59.0,79.0,138.0,172.0,481.0,49.0
2013J,476170,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,-169.0,,25.0,63.0,53.0,46.0,,,,,,,,,,,6.0,100.0,0.0,123.0,0.0,56.0,9.0,0.0,73.0,8.0
2013J,476355,M,London Region,Lower Than A Level,80-90%,35-55,0,120,N,Fail,-29.0,,24.0,52.0,50.0,42.0,,,,,,,,,,,1.0,23.0,0.0,55.0,1.0,67.0,16.0,25.0,55.0,9.0
2013J,476822,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-85.0,,45.0,57.0,65.0,73.0,87.0,72.0,135.0,44.0,165.0,16.0,207.0,15.0,237.0,47.0,25.0,329.0,0.0,331.0,1.0,209.0,83.0,103.0,325.0,27.0
2013J,476906,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-45.0,-24.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,477120,F,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-108.0,,23.0,95.0,50.0,90.0,87.0,98.0,120.0,86.0,163.0,93.0,,,237.0,60.0,22.0,267.0,0.0,220.0,2.0,102.0,124.0,56.0,122.0,32.0
2013J,477128,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-157.0,,22.0,81.0,53.0,99.0,86.0,88.0,122.0,87.0,163.0,85.0,,,241.0,82.0,58.0,501.0,0.0,901.0,31.0,476.0,182.0,94.0,440.0,63.0
2013J,477161,M,North Western Region,Lower Than A Level,20-30%,0-35,1,70,N,Fail,-103.0,,25.0,88.0,53.0,74.0,88.0,71.0,123.0,43.0,171.0,51.0,207.0,37.0,242.0,40.0,1.0,21.0,442.0,304.0,0.0,392.0,98.0,33.0,329.0,14.0
2013J,477348,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-59.0,,23.0,85.0,52.0,78.0,87.0,94.0,121.0,72.0,162.0,90.0,203.0,84.0,241.0,89.0,13.0,112.0,0.0,199.0,8.0,46.0,87.0,43.0,95.0,13.0
2013J,477412,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,-95.0,,,,,,,,121.0,88.0,164.0,82.0,207.0,75.0,237.0,69.0,7.0,146.0,0.0,130.0,17.0,21.0,78.0,33.0,107.0,4.0
2013J,478238,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Distinction,-123.0,,-1.0,84.0,-1.0,92.0,-1.0,91.0,-1.0,92.0,163.0,79.0,,,241.0,91.0,63.0,299.0,2.0,292.0,22.0,54.0,49.0,48.0,441.0,65.0
2013J,478244,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-127.0,,24.0,71.0,52.0,70.0,87.0,66.0,122.0,61.0,164.0,16.0,206.0,17.0,242.0,69.0,2.0,90.0,0.0,146.0,19.0,81.0,31.0,78.0,163.0,12.0
2013J,478289,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-58.0,137.0,25.0,68.0,53.0,69.0,88.0,75.0,123.0,56.0,,,,,,,4.0,98.0,0.0,123.0,9.0,23.0,65.0,28.0,78.0,10.0
2013J,478692,F,South Region,Lower Than A Level,80-90%,0-35,0,165,N,Withdrawn,-29.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,478744,F,North Western Region,A Level or Equivalent,50-60%,0-35,2,60,N,Withdrawn,-22.0,-7.0,,,,,,,,,,,,,,,3.0,24.0,0.0,43.0,0.0,26.0,3.0,1.0,5.0,16.0
2013J,479141,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-110.0,,22.0,87.0,50.0,91.0,86.0,95.0,122.0,77.0,162.0,74.0,207.0,75.0,242.0,71.0,24.0,209.0,1.0,255.0,23.0,81.0,70.0,93.0,384.0,29.0
2013J,479457,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-176.0,,2.0,92.0,60.0,94.0,88.0,99.0,123.0,97.0,165.0,82.0,207.0,74.0,242.0,91.0,25.0,324.0,0.0,388.0,21.0,110.0,117.0,128.0,407.0,65.0
2013J,479848,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,-165.0,,25.0,92.0,53.0,98.0,88.0,100.0,123.0,100.0,175.0,95.0,206.0,91.0,241.0,100.0,25.0,108.0,244.0,402.0,8.0,128.0,45.0,113.0,463.0,59.0
2013J,479977,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-160.0,,20.0,83.0,53.0,90.0,87.0,74.0,121.0,56.0,157.0,81.0,,,241.0,67.0,14.0,268.0,1213.0,811.0,14.0,120.0,65.0,84.0,486.0,56.0
2013J,480716,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-59.0,,25.0,76.0,53.0,77.0,88.0,59.0,123.0,53.0,165.0,45.0,207.0,34.0,237.0,51.0,18.0,273.0,0.0,434.0,7.0,86.0,56.0,62.0,261.0,25.0
2013J,480938,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-102.0,,22.0,70.0,52.0,90.0,81.0,85.0,121.0,59.0,163.0,41.0,205.0,70.0,237.0,49.0,0.0,146.0,21.0,133.0,25.0,122.0,79.0,30.0,167.0,18.0
2013J,481538,M,North Western Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,-107.0,,22.0,81.0,52.0,92.0,87.0,93.0,122.0,67.0,164.0,79.0,207.0,64.0,242.0,60.0,6.0,250.0,8.0,350.0,0.0,32.0,88.0,36.0,199.0,45.0
2013J,481667,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Pass,-32.0,,25.0,70.0,53.0,60.0,88.0,80.0,126.0,46.0,170.0,42.0,,,241.0,49.0,7.0,50.0,2.0,121.0,1.0,63.0,75.0,45.0,128.0,20.0
2013J,481863,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,-38.0,97.0,24.0,80.0,,,,,,,,,,,,,2.0,0.0,0.0,61.0,0.0,68.0,0.0,2.0,55.0,18.0
2013J,482083,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-45.0,,25.0,49.0,53.0,92.0,98.0,94.0,123.0,69.0,174.0,63.0,206.0,55.0,237.0,76.0,22.0,1723.0,1316.0,1225.0,30.0,71.0,68.0,92.0,1010.0,55.0
2013J,482173,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-179.0,123.0,24.0,89.0,54.0,98.0,88.0,94.0,,,,,,,,,7.0,343.0,0.0,269.0,0.0,87.0,25.0,27.0,80.0,26.0
2013J,482635,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-117.0,38.0,,,,,,,,,,,,,,,2.0,24.0,0.0,23.0,2.0,15.0,0.0,0.0,6.0,3.0
2013J,482868,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-36.0,,23.0,86.0,45.0,83.0,87.0,90.0,123.0,76.0,162.0,77.0,,,241.0,64.0,4.0,218.0,0.0,418.0,21.0,396.0,80.0,56.0,177.0,22.0
2013J,483362,M,East Anglian Region,Lower Than A Level,90-100%,35-55,1,60,N,Fail,-141.0,,26.0,68.0,58.0,70.0,89.0,86.0,130.0,24.0,165.0,31.0,207.0,25.0,242.0,47.0,6.0,121.0,4.0,238.0,3.0,88.0,78.0,75.0,428.0,68.0
2013J,483934,M,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-113.0,,25.0,86.0,53.0,67.0,95.0,51.0,123.0,47.0,165.0,40.0,207.0,58.0,242.0,27.0,7.0,25.0,0.0,43.0,8.0,119.0,15.0,21.0,22.0,2.0
2013J,484266,M,Scotland,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-128.0,-29.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,484355,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,-151.0,122.0,25.0,34.0,52.0,49.0,88.0,20.0,,,,,,,,,1.0,301.0,0.0,125.0,2.0,16.0,16.0,3.0,11.0,1.0
2013J,484423,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-29.0,,25.0,79.0,53.0,80.0,95.0,81.0,123.0,90.0,173.0,81.0,209.0,57.0,237.0,91.0,9.0,106.0,1.0,258.0,8.0,232.0,50.0,85.0,234.0,30.0
2013J,484436,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,-37.0,,23.0,56.0,52.0,68.0,87.0,51.0,122.0,61.0,164.0,52.0,205.0,59.0,237.0,51.0,12.0,642.0,0.0,573.0,80.0,88.0,79.0,123.0,530.0,41.0
2013J,484999,M,South Region,Lower Than A Level,70-80%,0-35,1,60,N,Withdrawn,-173.0,54.0,25.0,56.0,,,,,,,,,,,,,3.0,8.0,0.0,20.0,5.0,12.0,0.0,1.0,9.0,1.0
2013J,485195,F,South West Region,Lower Than A Level,90-100%,0-35,1,120,N,Fail,-137.0,,23.0,79.0,53.0,70.0,88.0,87.0,123.0,75.0,174.0,53.0,207.0,66.0,237.0,36.0,4.0,534.0,0.0,488.0,24.0,80.0,74.0,88.0,186.0,16.0
2013J,485506,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-152.0,,24.0,52.0,44.0,73.0,86.0,60.0,121.0,45.0,165.0,39.0,206.0,25.0,237.0,69.0,49.0,498.0,0.0,442.0,20.0,537.0,107.0,99.0,398.0,39.0
2013J,485519,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-171.0,,24.0,77.0,52.0,78.0,87.0,83.0,122.0,68.0,164.0,71.0,206.0,75.0,237.0,69.0,12.0,69.0,18.0,132.0,19.0,147.0,57.0,30.0,124.0,17.0
2013J,485594,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,-68.0,,25.0,95.0,53.0,82.0,88.0,97.0,122.0,68.0,165.0,45.0,207.0,33.0,237.0,49.0,22.0,81.0,0.0,226.0,15.0,96.0,62.0,19.0,160.0,15.0
2013J,485734,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-60.0,,24.0,88.0,52.0,78.0,87.0,67.0,122.0,56.0,171.0,83.0,206.0,58.0,242.0,20.0,5.0,197.0,0.0,238.0,9.0,171.0,134.0,79.0,482.0,53.0
2013J,485791,F,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-106.0,,21.0,83.0,51.0,82.0,81.0,76.0,120.0,65.0,164.0,80.0,198.0,32.0,242.0,49.0,3.0,344.0,0.0,300.0,3.0,299.0,68.0,95.0,227.0,40.0
2013J,485980,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,210,N,Withdrawn,-157.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,486533,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-43.0,,29.0,90.0,58.0,85.0,88.0,92.0,123.0,72.0,165.0,51.0,207.0,82.0,242.0,82.0,35.0,1261.0,0.0,442.0,13.0,119.0,353.0,83.0,395.0,32.0
2013J,486777,F,London Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn,-201.0,0.0,,,,,,,,,,,,,,,3.0,1.0,0.0,18.0,0.0,13.0,0.0,2.0,18.0,1.0
2013J,486877,M,South East Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,-73.0,,25.0,84.0,53.0,76.0,94.0,88.0,130.0,78.0,,,208.0,27.0,237.0,73.0,10.0,304.0,0.0,359.0,36.0,208.0,69.0,99.0,266.0,12.0
2013J,486890,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-145.0,,24.0,77.0,53.0,62.0,88.0,72.0,123.0,65.0,165.0,49.0,206.0,59.0,237.0,53.0,2.0,33.0,0.0,95.0,6.0,205.0,19.0,84.0,187.0,3.0
2013J,487293,F,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,-145.0,,26.0,59.0,54.0,35.0,90.0,49.0,123.0,39.0,170.0,40.0,214.0,36.0,242.0,56.0,4.0,28.0,0.0,201.0,0.0,289.0,38.0,44.0,124.0,9.0
2013J,487556,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-143.0,184.0,16.0,56.0,52.0,79.0,88.0,76.0,,,,,,,,,11.0,166.0,0.0,197.0,5.0,188.0,88.0,26.0,257.0,16.0
2013J,488198,M,South Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-64.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,488550,F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-58.0,62.0,,,,,,,,,,,,,,,0.0,136.0,0.0,60.0,0.0,6.0,0.0,2.0,5.0,2.0
2013J,488575,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-29.0,121.0,25.0,73.0,53.0,66.0,88.0,71.0,,,,,,,,,2.0,299.0,2.0,182.0,0.0,99.0,40.0,20.0,81.0,8.0
2013J,488680,M,South West Region,A Level or Equivalent,30-40%,35-55,1,80,N,Distinction,-160.0,,-1.0,90.0,-1.0,90.0,-1.0,93.0,-1.0,94.0,147.0,87.0,177.0,84.0,237.0,89.0,42.0,847.0,2.0,514.0,22.0,88.0,124.0,33.0,386.0,26.0
2013J,489084,M,Scotland,HE Qualification,30-40%,0-35,1,60,N,Fail,-99.0,,21.0,63.0,52.0,80.0,,,,,,,,,,,8.0,80.0,0.0,60.0,0.0,17.0,35.0,12.0,79.0,6.0
2013J,489150,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn,-38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,489209,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-203.0,,23.0,76.0,47.0,84.0,87.0,84.0,123.0,56.0,165.0,83.0,206.0,27.0,237.0,58.0,4.0,578.0,34.0,315.0,24.0,127.0,138.0,53.0,271.0,34.0
2013J,489410,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-45.0,,24.0,72.0,53.0,83.0,87.0,76.0,126.0,78.0,161.0,82.0,,,237.0,76.0,7.0,253.0,0.0,146.0,4.0,48.0,60.0,28.0,124.0,8.0
2013J,489990,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-32.0,,24.0,63.0,59.0,49.0,88.0,58.0,126.0,66.0,166.0,25.0,,,242.0,44.0,4.0,48.0,0.0,72.0,0.0,54.0,94.0,28.0,80.0,10.0
2013J,490164,F,South East Region,Lower Than A Level,90-100%,0-35,0,120,Y,Withdrawn,-181.0,111.0,,,,,,,,,,,,,,,1.0,0.0,0.0,16.0,0.0,7.0,0.0,1.0,2.0,4.0
2013J,490297,M,Scotland,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn,-56.0,209.0,23.0,72.0,60.0,64.0,88.0,79.0,121.0,19.0,,,,,,,4.0,66.0,0.0,98.0,0.0,112.0,24.0,66.0,78.0,18.0
2013J,490530,M,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-36.0,60.0,25.0,61.0,,,,,,,,,,,,,2.0,13.0,0.0,29.0,0.0,4.0,0.0,2.0,30.0,4.0
2013J,490738,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-137.0,147.0,25.0,14.0,54.0,11.0,,,,,,,,,,,0.0,0.0,0.0,36.0,0.0,74.0,0.0,7.0,11.0,0.0
2013J,491081,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Fail,-67.0,,24.0,90.0,49.0,85.0,87.0,73.0,121.0,64.0,164.0,39.0,205.0,25.0,241.0,36.0,9.0,168.0,0.0,357.0,28.0,292.0,185.0,112.0,368.0,48.0
2013J,491110,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-131.0,72.0,22.0,86.0,53.0,88.0,,,,,,,,,,,4.0,304.0,157.0,120.0,1.0,38.0,17.0,12.0,90.0,2.0
2013J,491688,M,South East Region,Lower Than A Level,30-40%,0-35,1,210,Y,Withdrawn,-205.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,491874,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-122.0,100.0,24.0,86.0,53.0,89.0,,,,,,,,,,,4.0,276.0,0.0,140.0,0.0,183.0,24.0,26.0,70.0,15.0
2013J,491875,F,Ireland,Lower Than A Level,10-20,0-35,1,60,N,Fail,-145.0,,24.0,55.0,,,,,,,,,,,,,1.0,19.0,0.0,272.0,11.0,25.0,12.0,3.0,55.0,5.0
2013J,491912,M,East Anglian Region,No Formal quals,60-70%,0-35,0,120,N,Withdrawn,-31.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,491926,M,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Pass,-89.0,,20.0,88.0,51.0,79.0,87.0,84.0,122.0,76.0,164.0,76.0,206.0,69.0,242.0,82.0,40.0,594.0,37.0,779.0,63.0,356.0,211.0,216.0,763.0,100.0
2013J,492552,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn,-136.0,67.0,31.0,60.0,,,,,,,,,,,,,1.0,0.0,0.0,44.0,0.0,41.0,2.0,5.0,15.0,6.0
2013J,492635,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-70.0,,24.0,78.0,53.0,85.0,88.0,90.0,123.0,42.0,173.0,46.0,214.0,15.0,237.0,69.0,7.0,284.0,1.0,296.0,3.0,67.0,58.0,35.0,186.0,47.0
2013J,492740,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-171.0,,24.0,80.0,53.0,80.0,85.0,86.0,128.0,88.0,164.0,78.0,206.0,25.0,242.0,71.0,17.0,463.0,0.0,314.0,6.0,56.0,80.0,40.0,241.0,39.0
2013J,492842,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,-32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013J,493147,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,-93.0,24.0,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0
2013J,493207,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-202.0,94.0,25.0,66.0,,,,,,,,,,,,,1.0,101.0,0.0,79.0,3.0,88.0,12.0,14.0,46.0,6.0
2013J,493404,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-92.0,,18.0,86.0,,,84.0,77.0,122.0,72.0,164.0,72.0,,,237.0,56.0,23.0,213.0,6.0,255.0,20.0,122.0,181.0,86.0,295.0,43.0
2013J,493725,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-203.0,,23.0,63.0,47.0,56.0,87.0,28.0,,,,,,,,,6.0,155.0,7.0,160.0,0.0,74.0,63.0,71.0,123.0,19.0
2013J,493876,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-43.0,40.0,30.0,30.0,,,,,,,,,,,,,1.0,43.0,0.0,70.0,2.0,29.0,17.0,5.0,68.0,15.0
2013J,493879,M,Scotland,A Level or Equivalent,60-70%,0-35,1,120,Y,Withdrawn,-38.0,59.0,,,,,,,,,,,,,,,1.0,30.0,0.0,46.0,0.0,7.0,0.0,0.0,8.0,0.0
2013J,494389,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,-43.0,94.0,16.0,89.0,,,,,,,,,,,,,4.0,0.0,2.0,39.0,0.0,15.0,0.0,63.0,121.0,12.0
