code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2013J,596361,M,North Region,Lower Than A Level,70-80%,35-55,0,90,N,Distinction,-74.0,,30.0,93.0,67.0,82.0,123.0,86.0,158.0,93.0,7.0,1922.0,367.0,0.0,1076.0,957.0,0.0,198.0,7.0,11.0,67.0
2013J,596404,M,London Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail,-49.0,,,,,,,,,,0.0,0.0,5.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,1.0
2013J,596432,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-45.0,201.0,33.0,69.0,104.0,79.0,,,,,9.0,530.0,188.0,2.0,518.0,0.0,0.0,103.0,0.0,26.0,29.0
2013J,596526,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-42.0,,32.0,91.0,68.0,83.0,124.0,63.0,,,4.0,42.0,98.0,0.0,455.0,41.0,0.0,191.0,7.0,18.0,19.0
2013J,596614,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-80.0,170.0,41.0,28.0,67.0,69.0,,,,,4.0,160.0,213.0,3.0,796.0,138.0,0.0,155.0,11.0,1.0,20.0
2013J,596676,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-31.0,116.0,32.0,96.0,67.0,94.0,,,,,6.0,361.0,192.0,0.0,245.0,0.0,0.0,94.0,3.0,13.0,49.0
2013J,596789,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-22.0,,33.0,90.0,68.0,78.0,124.0,59.0,159.0,71.0,5.0,174.0,174.0,8.0,486.0,56.0,0.0,129.0,1.0,15.0,20.0
2013J,596812,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-25.0,,31.0,91.0,66.0,93.0,122.0,95.0,158.0,79.0,13.0,56.0,217.0,2.0,520.0,255.0,0.0,189.0,11.0,13.0,28.0
2013J,596931,M,South Region,HE Qualification,80-90%,0-35,0,60,N,Fail,-57.0,,31.0,71.0,68.0,70.0,131.0,62.0,159.0,54.0,4.0,35.0,117.0,0.0,338.0,88.0,0.0,109.0,2.0,14.0,14.0
2013J,597181,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-66.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,597206,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-67.0,,32.0,80.0,67.0,80.0,123.0,90.0,158.0,80.0,7.0,58.0,206.0,0.0,506.0,217.0,0.0,320.0,5.0,18.0,18.0
2013J,597319,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-67.0,,,,73.0,65.0,123.0,57.0,160.0,76.0,0.0,30.0,115.0,0.0,290.0,191.0,0.0,79.0,1.0,18.0,18.0
2013J,597335,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-53.0,,33.0,67.0,68.0,71.0,124.0,72.0,166.0,48.0,9.0,10.0,120.0,0.0,438.0,10.0,0.0,173.0,4.0,16.0,8.0
2013J,597363,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-63.0,,31.0,99.0,66.0,96.0,123.0,67.0,158.0,64.0,3.0,112.0,363.0,0.0,626.0,62.0,0.0,145.0,5.0,17.0,45.0
2013J,597376,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Pass,-46.0,,29.0,85.0,65.0,85.0,123.0,73.0,159.0,69.0,2.0,78.0,177.0,0.0,331.0,124.0,0.0,75.0,8.0,20.0,8.0
2013J,597459,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-42.0,,29.0,92.0,70.0,95.0,139.0,55.0,159.0,52.0,4.0,79.0,134.0,1.0,399.0,0.0,0.0,131.0,16.0,52.0,17.0
2013J,597573,M,London Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass,-32.0,,44.0,60.0,72.0,49.0,124.0,59.0,217.0,,19.0,137.0,150.0,0.0,572.0,1.0,0.0,85.0,2.0,49.0,10.0
2013J,597948,M,South West Region,HE Qualification,70-80%,35-55,0,30,N,Pass,-49.0,,32.0,91.0,68.0,89.0,123.0,86.0,156.0,93.0,9.0,55.0,369.0,3.0,1236.0,384.0,0.0,210.0,9.0,17.0,95.0
2013J,598028,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-37.0,,32.0,87.0,67.0,85.0,123.0,80.0,158.0,82.0,8.0,36.0,260.0,0.0,942.0,195.0,0.0,270.0,9.0,11.0,14.0
2013J,598074,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction,-31.0,,32.0,94.0,67.0,86.0,123.0,90.0,159.0,83.0,8.0,481.0,390.0,0.0,749.0,217.0,0.0,177.0,53.0,74.0,78.0
2013J,598321,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-51.0,,32.0,94.0,67.0,92.0,124.0,93.0,158.0,93.0,4.0,175.0,456.0,10.0,1039.0,526.0,4.0,148.0,146.0,105.0,84.0
2013J,598547,M,Wales,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-43.0,,,,,,,,,,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2013J,598662,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-59.0,,30.0,98.0,67.0,95.0,123.0,96.0,158.0,90.0,1.0,438.0,239.0,1.0,464.0,53.0,0.0,175.0,6.0,42.0,15.0
2013J,598809,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-19.0,,32.0,48.0,89.0,72.0,,,,,7.0,96.0,40.0,0.0,383.0,0.0,0.0,156.0,1.0,4.0,2.0
2013J,598819,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-8.0,,30.0,94.0,,,,,,,4.0,99.0,60.0,0.0,261.0,0.0,0.0,105.0,0.0,2.0,12.0
2013J,598821,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-15.0,0.0,,,,,,,,,0.0,23.0,11.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,1.0
2013J,598924,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-31.0,,,,,,,,,,0.0,0.0,26.0,0.0,83.0,0.0,0.0,110.0,2.0,1.0,1.0
2013J,598963,M,North Western Region,HE Qualification,80-90%,35-55,0,30,N,Distinction,-28.0,,30.0,91.0,68.0,88.0,123.0,91.0,158.0,93.0,0.0,88.0,401.0,0.0,1157.0,316.0,0.0,175.0,40.0,101.0,68.0
2013J,598973,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,-67.0,,30.0,96.0,67.0,99.0,123.0,89.0,158.0,100.0,6.0,623.0,250.0,57.0,693.0,518.0,0.0,102.0,9.0,31.0,18.0
2013J,599176,M,Wales,HE Qualification,90-100%,0-35,0,30,N,Pass,-65.0,,33.0,95.0,67.0,86.0,124.0,80.0,158.0,73.0,2.0,740.0,240.0,1.0,594.0,197.0,0.0,152.0,13.0,45.0,76.0
2013J,599263,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,-28.0,-11.0,,,,,,,,,,,,,,,,,,,
2013J,599284,M,Wales,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-29.0,,38.0,60.0,68.0,60.0,,,,,5.0,141.0,202.0,3.0,391.0,18.0,0.0,120.0,1.0,9.0,28.0
2013J,599452,M,North Region,HE Qualification,,0-35,0,60,N,Pass,-29.0,,32.0,93.0,68.0,51.0,128.0,52.0,168.0,36.0,20.0,7.0,163.0,2.0,375.0,3.0,0.0,151.0,5.0,57.0,36.0
2013J,599478,F,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,-35.0,,33.0,77.0,84.0,76.0,130.0,62.0,159.0,81.0,2.0,112.0,267.0,2.0,1089.0,487.0,0.0,168.0,15.0,5.0,74.0
2013J,599479,M,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,-32.0,,33.0,76.0,89.0,83.0,130.0,43.0,159.0,78.0,0.0,20.0,58.0,11.0,115.0,182.0,0.0,142.0,1.0,4.0,18.0
2013J,599520,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-66.0,-65.0,,,,,,,,,,,,,,,,,,,
2013J,599542,M,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Fail,-66.0,,33.0,83.0,68.0,89.0,124.0,89.0,,,3.0,93.0,237.0,0.0,445.0,80.0,0.0,143.0,4.0,11.0,2.0
2013J,599547,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Withdrawn,-60.0,0.0,,,,,,,,,0.0,9.0,28.0,0.0,58.0,0.0,0.0,33.0,1.0,3.0,0.0
2013J,599588,M,Wales,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-32.0,,32.0,86.0,,,,,,,9.0,68.0,70.0,2.0,338.0,0.0,0.0,120.0,2.0,16.0,14.0
2013J,599768,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-36.0,,32.0,91.0,68.0,92.0,121.0,86.0,159.0,54.0,0.0,183.0,430.0,1.0,1365.0,128.0,0.0,119.0,23.0,142.0,79.0
2013J,599893,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-27.0,,48.0,93.0,69.0,95.0,,,,,3.0,54.0,95.0,1.0,427.0,17.0,0.0,107.0,0.0,10.0,26.0
2013J,599902,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-53.0,,31.0,86.0,66.0,87.0,127.0,80.0,159.0,94.0,5.0,14.0,94.0,0.0,420.0,85.0,0.0,159.0,22.0,6.0,1.0
2013J,599942,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-53.0,174.0,36.0,56.0,67.0,77.0,124.0,18.0,,,14.0,179.0,157.0,0.0,369.0,3.0,0.0,133.0,0.0,13.0,20.0
2013J,599958,F,South East Region,HE Qualification,40-50%,0-35,0,150,N,Distinction,-15.0,,32.0,96.0,67.0,97.0,123.0,90.0,158.0,91.0,7.0,774.0,653.0,0.0,1547.0,461.0,1.0,315.0,35.0,196.0,107.0
2013J,599982,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-65.0,0.0,,,,,,,,,0.0,19.0,24.0,0.0,1.0,0.0,0.0,110.0,1.0,2.0,1.0
2013J,600071,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,-45.0,,27.0,89.0,63.0,73.0,120.0,62.0,154.0,76.0,7.0,90.0,140.0,18.0,557.0,110.0,0.0,149.0,15.0,36.0,9.0
2013J,600077,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Fail,-60.0,,,,,,,,,,,,,,,,,,,,
2013J,600127,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-35.0,,33.0,66.0,,,,,,,1.0,22.0,29.0,0.0,40.0,0.0,0.0,93.0,0.0,3.0,3.0
2013J,600142,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-53.0,,37.0,51.0,68.0,58.0,125.0,43.0,162.0,54.0,3.0,43.0,106.0,1.0,144.0,56.0,0.0,74.0,17.0,15.0,27.0
2013J,600187,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-56.0,,32.0,94.0,68.0,88.0,131.0,78.0,159.0,85.0,5.0,201.0,427.0,10.0,732.0,757.0,0.0,271.0,10.0,42.0,136.0
2013J,600198,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-19.0,,30.0,95.0,68.0,91.0,122.0,91.0,159.0,94.0,10.0,50.0,150.0,1.0,390.0,204.0,0.0,152.0,2.0,23.0,24.0
2013J,600335,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-29.0,,32.0,84.0,60.0,86.0,118.0,73.0,158.0,88.0,2.0,32.0,247.0,0.0,585.0,195.0,0.0,188.0,12.0,32.0,14.0
2013J,600350,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-22.0,,31.0,92.0,68.0,92.0,123.0,90.0,159.0,90.0,3.0,827.0,475.0,0.0,432.0,224.0,0.0,210.0,9.0,31.0,37.0
2013J,600509,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-63.0,,33.0,86.0,69.0,78.0,124.0,81.0,159.0,55.0,2.0,0.0,88.0,0.0,461.0,19.0,0.0,179.0,5.0,8.0,4.0
2013J,600547,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-45.0,,33.0,88.0,68.0,93.0,123.0,96.0,,,11.0,177.0,612.0,0.0,1981.0,449.0,0.0,217.0,29.0,36.0,33.0
2013J,600623,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-56.0,-2.0,,,,,,,,,,,,,,,,,,,
2013J,600816,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn,-62.0,61.0,33.0,77.0,,,,,,,1.0,97.0,58.0,0.0,98.0,0.0,0.0,111.0,7.0,11.0,4.0
2013J,600869,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-45.0,,33.0,84.0,89.0,73.0,134.0,58.0,,,2.0,40.0,55.0,0.0,314.0,0.0,0.0,102.0,1.0,10.0,6.0
2013J,600916,M,Scotland,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-32.0,,32.0,91.0,67.0,78.0,139.0,48.0,,,10.0,410.0,236.0,0.0,618.0,48.0,0.0,100.0,3.0,1.0,19.0
2013J,600938,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Pass,-49.0,,32.0,76.0,68.0,73.0,123.0,74.0,158.0,59.0,1.0,281.0,501.0,0.0,951.0,350.0,0.0,204.0,20.0,33.0,89.0
2013J,600945,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-60.0,,24.0,99.0,67.0,99.0,121.0,98.0,158.0,92.0,1.0,1634.0,590.0,0.0,328.0,66.0,0.0,136.0,14.0,56.0,31.0
2013J,600978,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-57.0,5.0,,,,,,,,,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,601054,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-58.0,53.0,,,,,,,,,0.0,58.0,17.0,0.0,70.0,0.0,0.0,1.0,1.0,3.0,3.0
2013J,601157,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-60.0,31.0,,,,,,,,,2.0,60.0,175.0,1.0,235.0,0.0,0.0,144.0,3.0,30.0,7.0
2013J,601175,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-17.0,,33.0,85.0,69.0,81.0,124.0,76.0,160.0,76.0,2.0,251.0,198.0,0.0,898.0,45.0,0.0,124.0,6.0,9.0,11.0
2013J,601182,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-46.0,,32.0,97.0,66.0,96.0,125.0,76.0,157.0,99.0,6.0,376.0,449.0,11.0,894.0,137.0,0.0,202.0,29.0,70.0,36.0
2013J,601223,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-50.0,107.0,,,,,,,,,1.0,0.0,6.0,0.0,19.0,0.0,0.0,81.0,0.0,1.0,0.0
2013J,601224,M,Scotland,HE Qualification,90-100%,0-35,0,90,N,Pass,-46.0,,31.0,98.0,67.0,91.0,123.0,90.0,158.0,85.0,20.0,824.0,479.0,2.0,707.0,267.0,0.0,311.0,4546.0,125.0,63.0
2013J,601248,M,Wales,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,-45.0,41.0,,,,,,,,,1.0,0.0,74.0,0.0,218.0,0.0,0.0,82.0,0.0,4.0,3.0
2013J,601370,F,London Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-38.0,9.0,,,,,,,,,2.0,21.0,51.0,0.0,103.0,0.0,0.0,2.0,5.0,27.0,3.0
2013J,601407,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,-58.0,143.0,41.0,14.0,,,,,,,3.0,7.0,32.0,0.0,104.0,0.0,0.0,1.0,3.0,13.0,4.0
2013J,601433,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-29.0,,33.0,46.0,68.0,68.0,124.0,67.0,,,3.0,18.0,64.0,0.0,314.0,0.0,0.0,2.0,0.0,2.0,2.0
2013J,601653,M,North Region,HE Qualification,,0-35,0,60,N,Pass,-20.0,,33.0,84.0,68.0,53.0,118.0,61.0,166.0,72.0,5.0,129.0,160.0,0.0,368.0,206.0,0.0,102.0,17.0,32.0,28.0
2013J,601757,M,Scotland,HE Qualification,90-100%,35-55,0,90,N,Distinction,-53.0,,32.0,99.0,67.0,96.0,123.0,95.0,158.0,96.0,2.0,2854.0,494.0,2.0,885.0,570.0,0.0,175.0,16.0,83.0,89.0
2013J,601827,M,North Region,A Level or Equivalent,,0-35,0,30,N,Withdrawn,-58.0,171.0,32.0,86.0,75.0,74.0,123.0,71.0,157.0,44.0,1.0,90.0,210.0,1.0,652.0,66.0,0.0,93.0,1.0,10.0,31.0
2013J,601873,M,South Region,HE Qualification,40-50%,0-35,0,30,N,Pass,-31.0,,31.0,95.0,73.0,84.0,130.0,89.0,167.0,77.0,8.0,26.0,98.0,0.0,387.0,75.0,0.0,89.0,2.0,11.0,5.0
2013J,602007,M,Ireland,Post Graduate Qualification,,0-35,0,60,N,Pass,-38.0,,31.0,90.0,67.0,98.0,123.0,94.0,158.0,98.0,3.0,78.0,542.0,0.0,1170.0,760.0,0.0,143.0,35.0,71.0,102.0
2013J,602037,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-29.0,0.0,,,,,,,,,0.0,50.0,34.0,1.0,134.0,0.0,0.0,145.0,1.0,10.0,2.0
2013J,602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-37.0,,30.0,87.0,67.0,86.0,122.0,86.0,158.0,85.0,4.0,335.0,580.0,4.0,1886.0,327.0,0.0,167.0,11.0,48.0,82.0
2013J,602233,M,West Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-22.0,,31.0,85.0,66.0,94.0,122.0,93.0,158.0,98.0,1.0,1170.0,604.0,2.0,288.0,204.0,0.0,205.0,5.0,17.0,31.0
2013J,602244,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-53.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2013J,602268,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-35.0,,32.0,91.0,68.0,93.0,135.0,82.0,158.0,85.0,4.0,128.0,201.0,2.0,830.0,272.0,0.0,192.0,7.0,20.0,23.0
2013J,602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-25.0,,32.0,94.0,67.0,93.0,131.0,70.0,162.0,65.0,2.0,0.0,110.0,0.0,450.0,1.0,0.0,78.0,3.0,7.0,12.0
2013J,602275,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-51.0,,32.0,92.0,67.0,88.0,123.0,75.0,161.0,85.0,5.0,311.0,360.0,2.0,949.0,537.0,0.0,249.0,84.0,37.0,52.0
2013J,602288,M,South Region,A Level or Equivalent,,0-35,0,60,N,Pass,-49.0,,30.0,89.0,66.0,88.0,123.0,78.0,159.0,90.0,3.0,263.0,229.0,4.0,742.0,305.0,0.0,170.0,14.0,31.0,32.0
2013J,602389,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,-46.0,,33.0,68.0,74.0,48.0,124.0,38.0,166.0,53.0,22.0,20.0,167.0,1.0,1330.0,160.0,0.0,270.0,20.0,44.0,25.0
2013J,602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-56.0,,32.0,98.0,68.0,92.0,124.0,89.0,,,7.0,31.0,227.0,6.0,526.0,28.0,0.0,99.0,10.0,52.0,63.0
2013J,602424,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-22.0,,32.0,93.0,68.0,80.0,124.0,45.0,159.0,75.0,2.0,160.0,197.0,3.0,538.0,109.0,0.0,150.0,6.0,12.0,46.0
2013J,602659,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-42.0,-5.0,,,,,,,,,,,,,,,,,,,
2013J,602663,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-29.0,,31.0,88.0,67.0,90.0,123.0,84.0,158.0,83.0,6.0,122.0,275.0,0.0,844.0,405.0,0.0,146.0,20.0,17.0,61.0
2013J,602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-51.0,,30.0,99.0,67.0,98.0,122.0,82.0,158.0,93.0,4.0,136.0,265.0,2.0,738.0,281.0,0.0,225.0,6.0,59.0,18.0
2013J,602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,Pass,-44.0,,33.0,94.0,69.0,91.0,124.0,85.0,159.0,90.0,3.0,6.0,195.0,0.0,566.0,280.0,0.0,155.0,8.0,13.0,25.0
2013J,602816,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-52.0,,33.0,64.0,,,,,,,8.0,383.0,195.0,3.0,626.0,0.0,0.0,207.0,10.0,30.0,35.0
2013J,602827,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-29.0,,32.0,91.0,67.0,93.0,123.0,89.0,158.0,95.0,13.0,563.0,330.0,4.0,726.0,387.0,0.0,310.0,11.0,16.0,26.0
2013J,602944,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Fail,-51.0,,,,,,,,,,0.0,0.0,12.0,0.0,3.0,0.0,0.0,74.0,0.0,0.0,0.0
2013J,603053,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-46.0,,,,,,,,,,,,,,,,,,,,
2013J,603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-52.0,,31.0,89.0,67.0,95.0,123.0,91.0,166.0,72.0,0.0,165.0,114.0,1.0,442.0,18.0,0.0,114.0,5.0,11.0,4.0
2013J,603309,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-51.0,,32.0,89.0,73.0,82.0,124.0,88.0,173.0,76.0,3.0,116.0,187.0,2.0,656.0,993.0,0.0,94.0,35.0,39.0,113.0
2013J,603357,M,South Region,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,-32.0,26.0,,,,,,,,,0.0,101.0,34.0,0.0,60.0,0.0,0.0,86.0,0.0,0.0,6.0
2013J,603455,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-51.0,,33.0,93.0,68.0,94.0,124.0,88.0,159.0,92.0,6.0,365.0,353.0,1.0,405.0,831.0,0.0,204.0,15.0,67.0,127.0
2013J,603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-25.0,,32.0,84.0,67.0,92.0,124.0,76.0,158.0,89.0,2.0,27.0,366.0,2.0,533.0,227.0,0.0,147.0,9.0,53.0,31.0
2013J,603503,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,-46.0,,33.0,91.0,68.0,86.0,124.0,88.0,158.0,79.0,3.0,75.0,156.0,0.0,776.0,150.0,0.0,205.0,11.0,29.0,10.0
2013J,603565,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-50.0,180.0,34.0,57.0,68.0,70.0,131.0,51.0,,,12.0,4.0,157.0,6.0,361.0,0.0,0.0,134.0,5.0,48.0,33.0
2013J,603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-51.0,,29.0,97.0,66.0,92.0,123.0,85.0,158.0,84.0,2.0,457.0,377.0,1.0,746.0,134.0,0.0,186.0,8.0,96.0,75.0
2013J,604050,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-46.0,,33.0,96.0,68.0,92.0,131.0,72.0,159.0,48.0,4.0,25.0,200.0,0.0,347.0,44.0,0.0,142.0,6.0,33.0,68.0
2013J,604378,F,North Region,HE Qualification,,0-35,0,30,N,Pass,-49.0,,31.0,88.0,67.0,91.0,123.0,96.0,157.0,91.0,6.0,180.0,146.0,6.0,579.0,99.0,0.0,89.0,3.0,15.0,34.0
2013J,604393,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-22.0,,32.0,92.0,68.0,93.0,121.0,76.0,159.0,91.0,5.0,139.0,312.0,16.0,1122.0,559.0,0.0,238.0,16.0,30.0,47.0
2013J,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-32.0,,29.0,87.0,66.0,90.0,121.0,79.0,156.0,77.0,9.0,263.0,482.0,2.0,1433.0,359.0,0.0,185.0,33.0,119.0,112.0
2013J,604685,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-44.0,,29.0,89.0,67.0,83.0,123.0,95.0,159.0,90.0,1.0,896.0,631.0,23.0,923.0,391.0,0.0,320.0,9.0,47.0,118.0
2013J,604875,M,Wales,A Level or Equivalent,60-70%,35-55,0,30,N,Withdrawn,-25.0,14.0,,,,,,,,,0.0,6.0,5.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0
2013J,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-42.0,,32.0,86.0,67.0,91.0,124.0,78.0,187.0,46.0,17.0,362.0,256.0,10.0,950.0,17.0,0.0,331.0,11.0,89.0,48.0
2013J,605111,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-32.0,,32.0,88.0,67.0,83.0,124.0,92.0,159.0,72.0,8.0,142.0,344.0,0.0,848.0,155.0,0.0,229.0,4.0,28.0,210.0
2013J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-36.0,209.0,30.0,79.0,68.0,78.0,124.0,76.0,159.0,90.0,4.0,25.0,123.0,1.0,407.0,117.0,0.0,91.0,3.0,32.0,27.0
2013J,605262,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-28.0,-5.0,,,,,,,,,,,,,,,,,,,
2013J,605264,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-31.0,,33.0,85.0,67.0,83.0,128.0,77.0,159.0,67.0,7.0,26.0,150.0,3.0,747.0,83.0,0.0,165.0,4.0,6.0,22.0
2013J,605361,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-30.0,,23.0,98.0,66.0,90.0,123.0,91.0,174.0,82.0,3.0,445.0,439.0,5.0,455.0,196.0,0.0,51.0,14.0,58.0,109.0
2013J,605480,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-44.0,130.0,31.0,68.0,66.0,85.0,,,,,0.0,94.0,112.0,0.0,236.0,0.0,0.0,115.0,2.0,24.0,42.0
2013J,605545,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,60,N,Withdrawn,-44.0,193.0,33.0,68.0,68.0,94.0,,,,,5.0,28.0,104.0,0.0,112.0,0.0,0.0,79.0,0.0,6.0,17.0
