code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,ass_12_date,ass_12_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
2013B,552708,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,-53.0,,18.0,86.0,47.0,90.0,89.0,90.0,131.0,94.0,166.0,91.0,208.0,97.0,210.0,100.0,220.0,82.0,210.0,97.0,214.0,100.0,220.0,86.0,214.0,93.0,12.0,4.0,,336.0,0.0,507.0,,,2288.0,2.0,22.0,16.0,3.0,876.0,,47.0,410.0,37.0
2013B,552721,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-59.0,,18.0,98.0,47.0,96.0,89.0,89.0,131.0,87.0,166.0,82.0,74.0,91.0,200.0,97.0,220.0,74.0,220.0,86.0,217.0,90.0,214.0,92.0,220.0,89.0,0.0,1.0,,295.0,0.0,225.0,,,1109.0,51.0,0.0,5.0,0.0,726.0,,35.0,291.0,10.0
2013B,552740,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-59.0,116.0,31.0,46.0,74.0,48.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,54.0,0.0,102.0,,,139.0,5.0,3.0,17.0,0.0,56.0,,11.0,95.0,8.0
2013B,552834,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-20.0,,17.0,88.0,46.0,66.0,88.0,75.0,136.0,38.0,,,,,,,,,,,,,,,,,0.0,2.0,,241.0,0.0,330.0,,,703.0,0.0,62.0,6.0,3.0,72.0,,33.0,209.0,9.0
2013B,552987,M,South East Region,HE Qualification,10-20,35-55,0,60,N,Pass,-21.0,,17.0,94.0,47.0,72.0,87.0,87.0,130.0,78.0,165.0,83.0,178.0,79.0,178.0,80.0,178.0,72.0,178.0,56.0,178.0,78.0,185.0,51.0,178.0,70.0,8.0,4.0,,675.0,0.0,651.0,,,1700.0,22.0,16.0,25.0,15.0,956.0,,50.0,345.0,39.0
2013B,553017,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-21.0,,18.0,76.0,54.0,74.0,90.0,65.0,138.0,81.0,177.0,76.0,159.0,82.0,185.0,87.0,223.0,73.0,159.0,90.0,165.0,84.0,172.0,78.0,167.0,83.0,0.0,0.0,,199.0,0.0,296.0,,,728.0,11.0,3.0,12.0,0.0,1192.0,,41.0,317.0,19.0
2013B,553100,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-58.0,,17.0,98.0,47.0,96.0,89.0,88.0,132.0,89.0,166.0,90.0,222.0,83.0,222.0,90.0,222.0,65.0,222.0,79.0,222.0,83.0,223.0,80.0,223.0,73.0,16.0,4.0,,233.0,0.0,498.0,,,2399.0,11.0,23.0,5.0,24.0,670.0,,37.0,399.0,27.0
2013B,553104,M,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-34.0,,19.0,92.0,48.0,84.0,93.0,57.0,137.0,63.0,,,140.0,73.0,140.0,92.0,140.0,67.0,140.0,73.0,143.0,65.0,166.0,60.0,164.0,72.0,0.0,4.0,,297.0,0.0,284.0,,,584.0,15.0,0.0,9.0,4.0,771.0,,47.0,316.0,18.0
2013B,553131,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,553155,M,South West Region,HE Qualification,80-90%,35-55,0,90,N,Distinction,-53.0,,19.0,98.0,45.0,90.0,89.0,68.0,128.0,93.0,164.0,92.0,17.0,90.0,33.0,94.0,91.0,81.0,145.0,89.0,167.0,88.0,193.0,95.0,192.0,86.0,6.0,4.0,,569.0,0.0,404.0,,,924.0,35.0,29.0,9.0,13.0,453.0,,30.0,187.0,15.0
2013B,553220,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-49.0,,22.0,86.0,55.0,92.0,88.0,92.0,138.0,98.0,176.0,83.0,25.0,89.0,37.0,90.0,186.0,88.0,200.0,88.0,203.0,90.0,207.0,86.0,207.0,83.0,5.0,14.0,,855.0,0.0,465.0,,,2090.0,16.0,53.0,14.0,20.0,493.0,,36.0,384.0,38.0
2013B,553240,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-20.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,553262,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-55.0,,18.0,94.0,45.0,86.0,88.0,93.0,130.0,77.0,165.0,98.0,10.0,98.0,48.0,95.0,82.0,86.0,125.0,98.0,161.0,95.0,196.0,93.0,199.0,94.0,44.0,11.0,,1399.0,4.0,2416.0,,,4827.0,113.0,104.0,28.0,44.0,5688.0,,105.0,979.0,96.0
2013B,553325,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-30.0,,19.0,80.0,47.0,84.0,110.0,84.0,153.0,83.0,199.0,,101.0,91.0,202.0,96.0,207.0,86.0,207.0,88.0,208.0,74.0,209.0,88.0,209.0,85.0,0.0,4.0,,578.0,0.0,455.0,,,1760.0,15.0,38.0,28.0,11.0,910.0,,53.0,351.0,53.0
2013B,553404,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-22.0,30.0,19.0,90.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,43.0,0.0,48.0,,,45.0,0.0,0.0,3.0,0.0,0.0,,4.0,27.0,4.0
2013B,553425,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-50.0,,17.0,80.0,46.0,58.0,83.0,88.0,129.0,77.0,164.0,76.0,17.0,81.0,24.0,89.0,54.0,83.0,101.0,92.0,126.0,83.0,209.0,90.0,208.0,72.0,0.0,4.0,,89.0,0.0,228.0,,,617.0,1.0,2.0,9.0,3.0,598.0,,43.0,148.0,23.0
2013B,553500,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-52.0,,18.0,84.0,46.0,70.0,88.0,71.0,130.0,82.0,164.0,85.0,45.0,94.0,59.0,94.0,115.0,86.0,178.0,90.0,178.0,83.0,213.0,97.0,213.0,89.0,34.0,17.0,,440.0,0.0,551.0,,,1635.0,46.0,40.0,19.0,21.0,598.0,,31.0,363.0,37.0
2013B,553528,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-53.0,,19.0,64.0,47.0,48.0,95.0,20.0,131.0,56.0,166.0,60.0,,,,,,,,,,,224.0,11.0,,,0.0,4.0,,238.0,0.0,362.0,,,895.0,12.0,52.0,15.0,6.0,502.0,,47.0,178.0,94.0
2013B,553631,M,South Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-34.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,553649,M,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-46.0,,5.0,100.0,46.0,82.0,83.0,85.0,123.0,92.0,156.0,95.0,-8.0,95.0,-8.0,94.0,48.0,89.0,95.0,82.0,130.0,81.0,153.0,77.0,153.0,72.0,0.0,0.0,,504.0,0.0,291.0,,,1003.0,6.0,1.0,21.0,12.0,908.0,,50.0,287.0,29.0
2013B,553655,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-28.0,,8.0,80.0,43.0,62.0,83.0,80.0,129.0,77.0,164.0,71.0,199.0,86.0,207.0,93.0,207.0,86.0,207.0,81.0,208.0,89.0,221.0,74.0,213.0,89.0,3.0,5.0,,74.0,0.0,337.0,,,862.0,1.0,6.0,10.0,4.0,691.0,,73.0,316.0,41.0
2013B,553727,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-30.0,,12.0,94.0,46.0,88.0,88.0,62.0,130.0,77.0,165.0,85.0,3.0,99.0,14.0,94.0,115.0,65.0,172.0,75.0,209.0,55.0,210.0,70.0,210.0,60.0,0.0,1.0,,102.0,0.0,236.0,,,592.0,18.0,10.0,6.0,3.0,845.0,,27.0,161.0,20.0
2013B,553781,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-25.0,,19.0,82.0,46.0,74.0,89.0,69.0,135.0,70.0,166.0,84.0,70.0,89.0,76.0,86.0,96.0,65.0,138.0,72.0,186.0,62.0,207.0,73.0,207.0,83.0,12.0,11.0,,930.0,1.0,1047.0,,,2500.0,123.0,83.0,22.0,8.0,1342.0,,129.0,747.0,71.0
2013B,553813,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-22.0,,16.0,84.0,54.0,66.0,93.0,79.0,131.0,86.0,,,95.0,81.0,,,,,,,,,,,,,0.0,0.0,,143.0,0.0,234.0,,,853.0,2.0,7.0,4.0,0.0,449.0,,33.0,221.0,9.0
2013B,553831,F,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-48.0,,17.0,86.0,45.0,74.0,83.0,78.0,137.0,83.0,166.0,95.0,203.0,74.0,203.0,81.0,213.0,78.0,223.0,89.0,223.0,72.0,223.0,69.0,223.0,78.0,16.0,9.0,,441.0,30.0,442.0,,,1334.0,40.0,68.0,14.0,25.0,839.0,,57.0,297.0,61.0
2013B,553834,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,-36.0,115.0,18.0,90.0,48.0,64.0,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,254.0,0.0,214.0,,,372.0,0.0,34.0,7.0,9.0,133.0,,22.0,127.0,11.0
2013B,553841,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-15.0,,19.0,82.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,180.0,0.0,97.0,,,61.0,8.0,1.0,6.0,0.0,4.0,,9.0,53.0,5.0
2013B,553878,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-50.0,,18.0,88.0,47.0,78.0,89.0,81.0,131.0,78.0,165.0,91.0,220.0,82.0,220.0,87.0,221.0,76.0,221.0,75.0,221.0,78.0,221.0,90.0,221.0,79.0,0.0,7.0,,106.0,0.0,160.0,,,793.0,7.0,4.0,8.0,9.0,666.0,,23.0,178.0,17.0
2013B,553963,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-43.0,,14.0,96.0,51.0,74.0,111.0,66.0,151.0,60.0,193.0,51.0,122.0,82.0,223.0,72.0,223.0,23.0,223.0,54.0,221.0,46.0,223.0,53.0,224.0,56.0,0.0,1.0,,933.0,0.0,566.0,,,748.0,35.0,22.0,5.0,6.0,707.0,,33.0,231.0,27.0
2013B,554038,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-52.0,,-2.0,70.0,39.0,66.0,86.0,53.0,116.0,73.0,163.0,69.0,-3.0,87.0,3.0,96.0,49.0,82.0,90.0,89.0,125.0,85.0,153.0,80.0,153.0,77.0,2.0,2.0,,274.0,0.0,563.0,,,1680.0,11.0,9.0,9.0,12.0,2329.0,,36.0,517.0,68.0
2013B,554044,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-29.0,,15.0,86.0,46.0,80.0,88.0,88.0,130.0,84.0,165.0,93.0,74.0,81.0,82.0,87.0,116.0,84.0,124.0,87.0,160.0,89.0,187.0,82.0,186.0,75.0,4.0,8.0,,309.0,0.0,561.0,,,1804.0,11.0,24.0,6.0,6.0,814.0,,36.0,267.0,35.0
2013B,554045,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-42.0,23.0,18.0,72.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,63.0,0.0,54.0,,,64.0,0.0,1.0,16.0,0.0,74.0,,9.0,33.0,9.0
2013B,554152,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-30.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,10.0,0.0,38.0,,,29.0,0.0,1.0,3.0,0.0,2.0,,4.0,26.0,3.0
2013B,554166,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-23.0,,14.0,84.0,46.0,66.0,87.0,54.0,130.0,51.0,166.0,17.0,178.0,62.0,178.0,79.0,178.0,57.0,178.0,59.0,203.0,51.0,223.0,63.0,223.0,57.0,0.0,0.0,,59.0,0.0,96.0,,,294.0,2.0,0.0,3.0,0.0,1081.0,,28.0,115.0,11.0
2013B,554236,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-46.0,,18.0,80.0,44.0,70.0,88.0,76.0,129.0,91.0,165.0,87.0,59.0,87.0,122.0,97.0,167.0,88.0,136.0,97.0,196.0,92.0,213.0,96.0,213.0,93.0,0.0,9.0,,56.0,0.0,406.0,,,1387.0,20.0,13.0,18.0,0.0,683.0,,56.0,335.0,25.0
2013B,554256,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-34.0,,16.0,70.0,45.0,56.0,88.0,42.0,127.0,52.0,165.0,45.0,21.0,80.0,209.0,78.0,116.0,68.0,209.0,71.0,209.0,72.0,223.0,67.0,209.0,65.0,0.0,0.0,,156.0,0.0,340.0,,,930.0,0.0,16.0,6.0,0.0,846.0,,37.0,206.0,12.0
2013B,554289,M,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-51.0,,17.0,98.0,45.0,92.0,87.0,96.0,130.0,88.0,164.0,91.0,19.0,98.0,23.0,98.0,52.0,93.0,115.0,97.0,143.0,100.0,220.0,78.0,199.0,83.0,25.0,3.0,,420.0,0.0,295.0,,,1102.0,19.0,44.0,14.0,35.0,1052.0,,31.0,240.0,34.0
2013B,554331,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-23.0,,18.0,90.0,46.0,90.0,88.0,80.0,131.0,84.0,164.0,79.0,20.0,84.0,52.0,91.0,75.0,66.0,116.0,90.0,153.0,71.0,173.0,76.0,173.0,93.0,34.0,25.0,,718.0,0.0,751.0,,,3180.0,34.0,229.0,28.0,28.0,1326.0,,96.0,613.0,61.0
2013B,554365,M,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,-50.0,122.0,8.0,78.0,45.0,78.0,,,,,,,10.0,80.0,23.0,69.0,66.0,55.0,,,,,,,,,0.0,1.0,,31.0,0.0,134.0,,,146.0,0.0,0.0,8.0,15.0,384.0,,5.0,80.0,6.0
2013B,554372,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-49.0,,10.0,72.0,45.0,82.0,85.0,88.0,120.0,84.0,152.0,83.0,10.0,83.0,54.0,99.0,66.0,88.0,107.0,85.0,173.0,87.0,189.0,82.0,188.0,90.0,3.0,4.0,,1201.0,0.0,1356.0,,,2925.0,60.0,31.0,10.0,21.0,791.0,,53.0,592.0,63.0
2013B,554435,F,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-28.0,,23.0,86.0,47.0,58.0,97.0,57.0,139.0,53.0,177.0,72.0,222.0,72.0,222.0,87.0,222.0,70.0,222.0,86.0,222.0,80.0,222.0,64.0,222.0,78.0,4.0,4.0,,281.0,3.0,462.0,,,2772.0,22.0,28.0,8.0,17.0,1238.0,,68.0,357.0,29.0
2013B,554476,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-21.0,,18.0,86.0,46.0,82.0,88.0,74.0,129.0,84.0,165.0,87.0,73.0,90.0,73.0,100.0,133.0,82.0,203.0,73.0,203.0,77.0,213.0,79.0,213.0,91.0,38.0,13.0,,224.0,0.0,475.0,,,2232.0,24.0,34.0,16.0,20.0,540.0,,33.0,338.0,42.0
2013B,554558,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,-49.0,,16.0,100.0,37.0,100.0,88.0,96.0,116.0,95.0,165.0,90.0,5.0,96.0,5.0,98.0,49.0,99.0,91.0,91.0,132.0,95.0,167.0,96.0,172.0,94.0,6.0,10.0,,1069.0,0.0,1233.0,,,2759.0,10.0,69.0,33.0,19.0,988.0,,55.0,899.0,72.0
2013B,554592,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-18.0,,18.0,96.0,46.0,94.0,89.0,83.0,131.0,80.0,166.0,84.0,119.0,90.0,119.0,83.0,216.0,74.0,158.0,89.0,180.0,79.0,216.0,84.0,216.0,69.0,4.0,10.0,,1211.0,0.0,574.0,,,1713.0,56.0,56.0,12.0,31.0,777.0,,51.0,384.0,32.0
2013B,554620,M,London Region,A Level or Equivalent,20-30%,0-35,0,70,Y,Pass,-25.0,,19.0,90.0,47.0,80.0,89.0,86.0,145.0,90.0,173.0,80.0,128.0,96.0,172.0,92.0,214.0,79.0,214.0,86.0,214.0,78.0,224.0,63.0,214.0,82.0,4.0,6.0,,231.0,0.0,290.0,,,867.0,27.0,19.0,12.0,11.0,518.0,,31.0,252.0,34.0
2013B,554664,M,North Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-25.0,,19.0,82.0,43.0,78.0,89.0,70.0,130.0,83.0,162.0,89.0,28.0,88.0,31.0,95.0,90.0,82.0,122.0,78.0,160.0,72.0,209.0,66.0,209.0,69.0,15.0,10.0,,223.0,0.0,319.0,,,798.0,0.0,77.0,9.0,28.0,785.0,,43.0,283.0,29.0
2013B,554748,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,-46.0,,18.0,90.0,46.0,96.0,88.0,91.0,128.0,91.0,164.0,93.0,10.0,88.0,40.0,95.0,128.0,92.0,143.0,76.0,207.0,79.0,221.0,78.0,214.0,85.0,19.0,19.0,,1022.0,0.0,992.0,,,4209.0,33.0,27.0,44.0,47.0,929.0,,63.0,716.0,89.0
2013B,554761,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-15.0,,18.0,92.0,46.0,84.0,87.0,85.0,134.0,87.0,166.0,92.0,90.0,84.0,90.0,96.0,139.0,75.0,180.0,90.0,180.0,89.0,184.0,94.0,182.0,81.0,19.0,4.0,,198.0,5.0,231.0,,,543.0,5.0,0.0,13.0,10.0,551.0,,30.0,151.0,22.0
2013B,554813,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-15.0,,15.0,86.0,47.0,80.0,89.0,88.0,137.0,83.0,165.0,83.0,37.0,89.0,37.0,96.0,140.0,84.0,161.0,72.0,175.0,82.0,198.0,82.0,222.0,73.0,3.0,4.0,,368.0,0.0,488.0,,,2716.0,3.0,40.0,16.0,14.0,1267.0,,72.0,426.0,43.0
2013B,554852,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-48.0,,15.0,80.0,44.0,76.0,87.0,73.0,127.0,80.0,160.0,82.0,27.0,98.0,59.0,94.0,116.0,95.0,139.0,100.0,150.0,100.0,198.0,94.0,158.0,92.0,7.0,15.0,,595.0,1.0,809.0,,,2939.0,41.0,106.0,26.0,14.0,2774.0,,55.0,821.0,74.0
2013B,554888,F,Ireland,HE Qualification,,0-35,0,60,N,Withdrawn,-23.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,87.0,0.0,53.0,,,73.0,2.0,4.0,10.0,0.0,7.0,,13.0,105.0,19.0
2013B,554908,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-25.0,,18.0,84.0,43.0,78.0,86.0,97.0,114.0,92.0,163.0,89.0,13.0,84.0,19.0,78.0,59.0,70.0,104.0,72.0,147.0,74.0,184.0,76.0,179.0,83.0,11.0,7.0,,677.0,0.0,699.0,,,1491.0,20.0,52.0,10.0,12.0,604.0,,55.0,407.0,60.0
2013B,554919,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,-30.0,129.0,18.0,96.0,46.0,58.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,514.0,0.0,404.0,,,309.0,14.0,7.0,7.0,4.0,228.0,,33.0,222.0,27.0
2013B,554923,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-48.0,,18.0,62.0,,,,,,,,,17.0,51.0,46.0,69.0,,,,,,,,,,,0.0,0.0,,951.0,0.0,299.0,,,165.0,12.0,0.0,18.0,0.0,189.0,,44.0,153.0,19.0
2013B,554940,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-29.0,,18.0,96.0,46.0,68.0,88.0,75.0,130.0,73.0,165.0,76.0,3.0,59.0,201.0,73.0,207.0,61.0,207.0,72.0,207.0,73.0,207.0,63.0,207.0,68.0,0.0,0.0,,405.0,0.0,405.0,,,901.0,26.0,23.0,7.0,0.0,718.0,,41.0,312.0,32.0
2013B,554946,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-48.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,72.0,0.0,41.0,,,60.0,1.0,0.0,2.0,0.0,0.0,,5.0,23.0,1.0
2013B,555110,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-46.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,555144,M,South West Region,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-22.0,,17.0,70.0,46.0,80.0,89.0,61.0,131.0,64.0,160.0,77.0,37.0,89.0,30.0,96.0,95.0,75.0,184.0,55.0,184.0,75.0,184.0,68.0,184.0,67.0,1.0,5.0,,779.0,0.0,491.0,,,962.0,42.0,61.0,3.0,15.0,1230.0,,35.0,324.0,36.0
2013B,555148,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-46.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,33.0,0.0,17.0,,,22.0,0.0,0.0,2.0,0.0,1.0,,4.0,16.0,1.0
2013B,555168,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-42.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,21.0,0.0,9.0,,,5.0,0.0,1.0,5.0,0.0,0.0,,0.0,8.0,0.0
2013B,555178,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2013B,555250,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,N,Pass,-30.0,,17.0,98.0,48.0,50.0,92.0,56.0,131.0,85.0,172.0,74.0,19.0,82.0,82.0,94.0,139.0,73.0,139.0,76.0,125.0,85.0,220.0,82.0,220.0,79.0,0.0,4.0,,209.0,0.0,329.0,,,456.0,0.0,3.0,9.0,12.0,1179.0,,33.0,209.0,23.0
2013B,555349,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-34.0,,16.0,96.0,47.0,88.0,100.0,74.0,131.0,86.0,166.0,74.0,220.0,99.0,220.0,88.0,220.0,75.0,222.0,88.0,222.0,90.0,222.0,92.0,222.0,84.0,1.0,1.0,,262.0,0.0,166.0,,,442.0,29.0,1.0,6.0,0.0,808.0,,22.0,144.0,11.0
2013B,555444,M,North Western Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-44.0,,15.0,82.0,45.0,88.0,88.0,57.0,136.0,68.0,,,30.0,78.0,59.0,90.0,145.0,67.0,145.0,76.0,150.0,58.0,156.0,63.0,171.0,67.0,0.0,4.0,,625.0,0.0,799.0,,,1176.0,30.0,11.0,5.0,6.0,915.0,,57.0,294.0,18.0
2013B,555503,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-16.0,,19.0,70.0,46.0,90.0,89.0,75.0,130.0,82.0,166.0,89.0,138.0,85.0,181.0,84.0,202.0,73.0,202.0,74.0,209.0,76.0,213.0,92.0,220.0,75.0,0.0,5.0,,635.0,0.0,616.0,,,2023.0,12.0,35.0,12.0,1.0,752.0,,29.0,372.0,40.0
2013B,555539,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-44.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,5.0,,,14.0,0.0,0.0,0.0,0.0,0.0,,4.0,5.0,0.0
2013B,555609,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-30.0,158.0,25.0,62.0,62.0,70.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,72.0,0.0,53.0,,,108.0,3.0,6.0,5.0,0.0,0.0,,43.0,116.0,21.0
2013B,555619,M,North Western Region,HE Qualification,80-90%,0-35,0,60,N,Fail,-16.0,,18.0,78.0,47.0,42.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,106.0,0.0,162.0,,,357.0,10.0,26.0,14.0,0.0,174.0,,10.0,131.0,15.0
2013B,555653,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,-43.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,51.0,0.0,52.0,,,19.0,0.0,0.0,5.0,0.0,0.0,,6.0,19.0,0.0
2013B,555709,M,London Region,No Formal quals,20-30%,35-55,0,60,N,Withdrawn,-43.0,202.0,19.0,40.0,47.0,46.0,90.0,29.0,131.0,40.0,166.0,35.0,,,,,,,,,,,,,,,0.0,0.0,,137.0,0.0,172.0,,,385.0,20.0,2.0,5.0,0.0,186.0,,33.0,146.0,28.0
2013B,555786,M,Wales,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-28.0,209.0,18.0,92.0,46.0,86.0,,,,,,,59.0,73.0,,,,,,,,,,,,,0.0,0.0,,192.0,0.0,155.0,,,106.0,9.0,18.0,3.0,0.0,134.0,,17.0,53.0,3.0
2013B,556004,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,0,120,N,Fail,-29.0,,19.0,98.0,47.0,90.0,89.0,94.0,131.0,97.0,166.0,77.0,13.0,100.0,23.0,100.0,98.0,99.0,119.0,98.0,,,,,,,0.0,1.0,,250.0,0.0,202.0,,,611.0,5.0,5.0,15.0,9.0,481.0,,19.0,195.0,19.0
2013B,556022,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-42.0,,19.0,100.0,46.0,98.0,88.0,97.0,130.0,90.0,165.0,98.0,45.0,99.0,62.0,88.0,143.0,85.0,145.0,75.0,171.0,78.0,220.0,82.0,195.0,79.0,27.0,4.0,,292.0,0.0,579.0,,,3340.0,17.0,20.0,21.0,16.0,1148.0,,60.0,377.0,46.0
2013B,556121,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-23.0,,12.0,68.0,47.0,48.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,281.0,1.0,238.0,,,616.0,26.0,0.0,18.0,0.0,7.0,,27.0,264.0,23.0
2013B,556126,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Withdrawn,-28.0,152.0,19.0,62.0,51.0,50.0,94.0,27.0,,,,,,,,,,,,,,,,,,,0.0,9.0,,239.0,0.0,156.0,,,249.0,3.0,9.0,4.0,0.0,2.0,,34.0,127.0,15.0
