code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2014J,400682,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-115.0,,19.0,55.0,54.0,53.0,117.0,48.0,166.0,57.0,215.0,50.0,8.0,172.0,0.0,214.0,0.0,1127.0,17.0,43.0,3.0
2014J,401404,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,-58.0,,19.0,70.0,61.0,79.0,117.0,68.0,166.0,80.0,215.0,81.0,1.0,79.0,0.0,443.0,0.0,652.0,13.0,101.0,37.0
2014J,402204,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,Pass,-43.0,,19.0,62.0,54.0,68.0,130.0,66.0,178.0,78.0,214.0,78.0,0.0,50.0,0.0,177.0,0.0,437.0,14.0,52.0,21.0
2014J,402727,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-50.0,,19.0,70.0,54.0,60.0,117.0,80.0,165.0,78.0,214.0,78.0,0.0,48.0,0.0,112.0,0.0,209.0,7.0,37.0,1.0
2014J,402961,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-140.0,,23.0,68.0,51.0,57.0,115.0,71.0,164.0,71.0,213.0,71.0,11.0,1510.0,1.0,719.0,0.0,1974.0,8.0,216.0,116.0
2014J,404356,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-81.0,,15.0,67.0,57.0,72.0,119.0,83.0,172.0,68.0,214.0,80.0,5.0,455.0,0.0,428.0,2.0,974.0,16.0,189.0,7.0
2014J,406671,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-78.0,,19.0,86.0,54.0,79.0,117.0,87.0,173.0,79.0,215.0,67.0,0.0,96.0,0.0,75.0,0.0,153.0,16.0,59.0,6.0
2014J,406682,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,-156.0,,13.0,84.0,47.0,77.0,113.0,86.0,161.0,85.0,213.0,86.0,16.0,332.0,3.0,564.0,4.0,1352.0,15.0,287.0,179.0
2014J,409100,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-124.0,,17.0,68.0,53.0,72.0,116.0,82.0,165.0,80.0,214.0,85.0,13.0,221.0,0.0,350.0,3.0,1441.0,25.0,83.0,44.0
2014J,409703,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-78.0,,17.0,62.0,52.0,65.0,115.0,63.0,165.0,64.0,214.0,65.0,13.0,278.0,0.0,550.0,0.0,1877.0,24.0,65.0,1.0
2014J,410092,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-81.0,,25.0,68.0,54.0,63.0,116.0,62.0,172.0,68.0,214.0,71.0,7.0,6.0,6.0,60.0,0.0,230.0,7.0,21.0,2.0
2014J,411971,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-44.0,,19.0,80.0,54.0,78.0,117.0,67.0,166.0,66.0,215.0,75.0,3.0,14.0,0.0,229.0,1.0,957.0,26.0,87.0,1.0
2014J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail,-108.0,,-1.0,67.0,-1.0,52.0,-1.0,60.0,,,,,0.0,0.0,0.0,14.0,0.0,27.0,2.0,15.0,0.0
2014J,418731,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,-85.0,,25.0,61.0,62.0,45.0,117.0,38.0,177.0,18.0,215.0,44.0,0.0,15.0,0.0,25.0,0.0,51.0,6.0,27.0,3.0
2014J,421455,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-121.0,,22.0,75.0,53.0,90.0,116.0,74.0,165.0,81.0,213.0,69.0,4.0,103.0,0.0,394.0,2.0,745.0,22.0,146.0,56.0
2014J,424577,M,London Region,HE Qualification,10-20,0-35,0,120,N,Pass,-114.0,,16.0,69.0,53.0,54.0,115.0,73.0,165.0,54.0,213.0,47.0,7.0,101.0,0.0,448.0,0.0,1509.0,14.0,94.0,23.0
2014J,429858,M,Ireland,Lower Than A Level,,0-35,0,300,N,Distinction,-53.0,,19.0,83.0,54.0,85.0,117.0,80.0,169.0,85.0,215.0,82.0,3.0,10.0,1.0,60.0,0.0,120.0,6.0,29.0,3.0
2014J,431025,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Fail,-46.0,,18.0,60.0,53.0,50.0,114.0,55.0,164.0,55.0,213.0,56.0,0.0,0.0,0.0,64.0,0.0,201.0,3.0,31.0,1.0
2014J,439305,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-127.0,,23.0,90.0,54.0,68.0,122.0,72.0,166.0,70.0,215.0,65.0,0.0,52.0,0.0,131.0,0.0,382.0,14.0,34.0,0.0
2014J,440319,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-88.0,174.0,19.0,83.0,61.0,70.0,128.0,55.0,,,,,2.0,227.0,4.0,115.0,1.0,273.0,22.0,28.0,4.0
2014J,442064,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-18.0,,19.0,54.0,66.0,36.0,123.0,72.0,172.0,59.0,220.0,44.0,0.0,76.0,0.0,68.0,0.0,179.0,7.0,59.0,13.0
2014J,442132,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-122.0,,26.0,56.0,53.0,64.0,117.0,59.0,183.0,77.0,218.0,73.0,0.0,4.0,0.0,56.0,0.0,75.0,3.0,32.0,6.0
2014J,446108,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-106.0,,18.0,64.0,52.0,52.0,116.0,54.0,166.0,59.0,215.0,59.0,0.0,201.0,0.0,208.0,0.0,388.0,16.0,50.0,16.0
2014J,447481,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-21.0,,26.0,27.0,59.0,54.0,117.0,58.0,173.0,65.0,215.0,58.0,0.0,327.0,1.0,117.0,0.0,222.0,28.0,69.0,3.0
2014J,468120,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-106.0,,19.0,42.0,61.0,38.0,,,,,,,1.0,4.0,0.0,24.0,0.0,28.0,40.0,18.0,1.0
2014J,468694,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-23.0,240.0,19.0,61.0,54.0,68.0,123.0,55.0,167.0,63.0,216.0,59.0,0.0,48.0,0.0,78.0,0.0,296.0,11.0,33.0,7.0
2014J,470588,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn,-154.0,240.0,-1.0,86.0,54.0,66.0,,,,,,,0.0,13.0,11.0,95.0,0.0,280.0,5.0,31.0,7.0
2014J,470982,F,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,Pass,-31.0,,19.0,60.0,54.0,60.0,117.0,60.0,180.0,63.0,215.0,65.0,0.0,99.0,0.0,239.0,0.0,1075.0,10.0,69.0,36.0
2014J,476603,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-72.0,,19.0,82.0,67.0,85.0,131.0,87.0,178.0,79.0,227.0,86.0,3.0,217.0,1.0,277.0,4.0,779.0,16.0,68.0,0.0
2014J,481022,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,-30.0,,19.0,40.0,54.0,57.0,115.0,50.0,,,,,0.0,25.0,0.0,23.0,0.0,21.0,0.0,10.0,0.0
2014J,483800,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-49.0,,19.0,67.0,54.0,69.0,121.0,78.0,166.0,68.0,215.0,71.0,0.0,372.0,0.0,310.0,0.0,572.0,41.0,70.0,3.0
2014J,484897,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-109.0,,18.0,74.0,66.0,78.0,116.0,73.0,165.0,62.0,214.0,37.0,0.0,220.0,0.0,193.0,0.0,201.0,18.0,70.0,9.0
2014J,485962,F,East Anglian Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-121.0,,17.0,72.0,52.0,83.0,117.0,94.0,166.0,76.0,215.0,77.0,5.0,76.0,0.0,262.0,1.0,646.0,6.0,35.0,3.0
2014J,488382,F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,-155.0,-137.0,,,,,,,,,,,,,,,,,,,
2014J,488990,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-137.0,,16.0,53.0,50.0,62.0,112.0,40.0,162.0,59.0,212.0,56.0,0.0,63.0,0.0,152.0,0.0,294.0,16.0,143.0,42.0
2014J,500113,M,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-109.0,,19.0,62.0,67.0,74.0,120.0,85.0,177.0,84.0,222.0,72.0,3.0,24.0,0.0,101.0,0.0,300.0,7.0,35.0,3.0
2014J,503889,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-70.0,,19.0,73.0,54.0,52.0,117.0,77.0,166.0,65.0,215.0,78.0,7.0,337.0,0.0,448.0,2.0,1044.0,12.0,47.0,4.0
2014J,514526,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-22.0,-12.0,,,,,,,,,,,0.0,10.0,0.0,11.0,0.0,8.0,12.0,4.0,0.0
2014J,518808,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,-10.0,,22.0,68.0,58.0,68.0,117.0,85.0,166.0,77.0,218.0,71.0,3.0,88.0,0.0,155.0,1.0,1123.0,16.0,56.0,1.0
2014J,522482,F,Scotland,HE Qualification,70-80%,0-35,0,90,N,Withdrawn,-87.0,80.0,19.0,75.0,,,,,,,,,0.0,29.0,0.0,34.0,3.0,122.0,7.0,16.0,1.0
2014J,527100,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Distinction,-24.0,,18.0,87.0,53.0,88.0,117.0,92.0,165.0,92.0,215.0,95.0,3.0,78.0,0.0,203.0,0.0,590.0,10.0,27.0,3.0
2014J,527801,M,South West Region,Lower Than A Level,90-100%,35-55,0,120,N,Fail,-153.0,,19.0,42.0,58.0,52.0,117.0,67.0,,,215.0,37.0,0.0,99.0,0.0,185.0,0.0,213.0,12.0,80.0,18.0
2014J,533068,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-30.0,,19.0,41.0,75.0,36.0,117.0,78.0,166.0,73.0,215.0,63.0,0.0,125.0,0.0,73.0,0.0,158.0,9.0,32.0,1.0
2014J,537081,F,Scotland,HE Qualification,10-20,0-35,0,120,N,Fail,-23.0,,18.0,60.0,54.0,74.0,122.0,76.0,171.0,28.0,215.0,66.0,1.0,473.0,0.0,144.0,0.0,151.0,18.0,81.0,3.0
2014J,544253,M,London Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-24.0,,19.0,73.0,61.0,75.0,129.0,78.0,178.0,68.0,215.0,72.0,3.0,141.0,2.0,693.0,0.0,1196.0,36.0,165.0,34.0
2014J,548120,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-25.0,,19.0,77.0,54.0,76.0,117.0,70.0,166.0,82.0,215.0,68.0,0.0,67.0,0.0,193.0,0.0,439.0,22.0,69.0,14.0
2014J,561467,F,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-46.0,58.0,,,,,,,,,,,0.0,79.0,0.0,49.0,0.0,286.0,12.0,25.0,2.0
2014J,567922,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-49.0,-22.0,,,,,,,,,,,,,,,,,,,
2014J,569505,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,-60.0,,19.0,85.0,54.0,89.0,107.0,85.0,165.0,84.0,214.0,86.0,19.0,2381.0,0.0,754.0,1.0,993.0,26.0,49.0,2.0
2014J,570317,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-24.0,,19.0,79.0,54.0,70.0,132.0,76.0,170.0,79.0,215.0,75.0,0.0,207.0,1.0,250.0,4.0,423.0,25.0,98.0,19.0
2014J,574505,F,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,Pass,-153.0,,19.0,43.0,54.0,35.0,117.0,40.0,166.0,52.0,212.0,40.0,5.0,6.0,0.0,137.0,0.0,672.0,12.0,18.0,0.0
2014J,588477,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-141.0,,19.0,88.0,52.0,71.0,116.0,77.0,164.0,78.0,213.0,70.0,9.0,2462.0,0.0,1319.0,1.0,1277.0,22.0,82.0,11.0
2014J,593846,M,South Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,-154.0,227.0,17.0,67.0,53.0,54.0,117.0,63.0,166.0,76.0,222.0,64.0,0.0,82.0,0.0,181.0,0.0,575.0,14.0,78.0,4.0
2014J,593987,F,East Anglian Region,HE Qualification,70-80%,35-55,0,180,N,Fail,-24.0,,17.0,74.0,46.0,70.0,102.0,70.0,163.0,73.0,205.0,75.0,9.0,136.0,13.0,329.0,0.0,1032.0,34.0,111.0,3.0
2014J,596288,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass,-57.0,,18.0,85.0,51.0,74.0,116.0,70.0,166.0,80.0,214.0,78.0,0.0,80.0,0.0,67.0,0.0,137.0,8.0,65.0,18.0
2014J,598070,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-150.0,-2.0,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2014J,603834,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,-5.0,,19.0,64.0,54.0,58.0,124.0,64.0,167.0,63.0,216.0,60.0,0.0,119.0,1.0,78.0,0.0,107.0,3.0,33.0,0.0
2014J,603861,M,North Region,HE Qualification,,55<=,1,60,N,Withdrawn,-92.0,150.0,-1.0,61.0,-1.0,56.0,-1.0,58.0,-1.0,69.0,-1.0,71.0,0.0,0.0,0.0,41.0,0.0,107.0,0.0,1.0,1.0
2014J,608440,F,South Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,-37.0,-11.0,,,,,,,,,,,0.0,52.0,0.0,28.0,0.0,91.0,1.0,10.0,5.0
2014J,623710,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,-129.0,-129.0,,,,,,,,,,,,,,,,,,,
2014J,623840,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-108.0,,19.0,80.0,54.0,82.0,117.0,83.0,166.0,77.0,215.0,77.0,1.0,901.0,2.0,345.0,0.0,981.0,20.0,115.0,5.0
2014J,626240,M,South Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-25.0,,26.0,63.0,54.0,53.0,129.0,38.0,166.0,60.0,216.0,66.0,0.0,67.0,0.0,138.0,0.0,309.0,37.0,37.0,0.0
2014J,628088,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn,-135.0,51.0,25.0,80.0,,,,,,,,,0.0,214.0,0.0,69.0,0.0,196.0,6.0,34.0,0.0
2014J,628312,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-14.0,9.0,,,,,,,,,,,0.0,13.0,1.0,9.0,1.0,26.0,3.0,20.0,4.0
2014J,630142,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-24.0,166.0,19.0,88.0,63.0,81.0,,,,,,,0.0,110.0,0.0,91.0,0.0,209.0,1.0,38.0,6.0
2014J,637665,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-93.0,,19.0,68.0,54.0,48.0,117.0,45.0,166.0,50.0,215.0,48.0,0.0,1576.0,0.0,507.0,0.0,766.0,13.0,118.0,3.0
2014J,639053,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-149.0,,16.0,60.0,54.0,68.0,116.0,74.0,174.0,63.0,223.0,63.0,0.0,6.0,0.0,56.0,0.0,103.0,2.0,27.0,1.0
2014J,642878,M,South West Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-108.0,73.0,19.0,52.0,53.0,36.0,,,,,,,0.0,94.0,0.0,94.0,1.0,360.0,3.0,24.0,2.0
2014J,648130,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,240,N,Withdrawn,-53.0,228.0,17.0,53.0,45.0,60.0,114.0,38.0,162.0,56.0,215.0,58.0,0.0,36.0,0.0,147.0,0.0,237.0,2.0,25.0,0.0
2014J,676546,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-38.0,180.0,19.0,77.0,54.0,69.0,115.0,74.0,180.0,76.0,,,0.0,10.0,0.0,81.0,0.0,187.0,6.0,36.0,1.0
2014J,677186,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-66.0,,17.0,43.0,53.0,51.0,116.0,53.0,165.0,71.0,213.0,60.0,0.0,59.0,0.0,128.0,0.0,389.0,6.0,39.0,15.0
2014J,677281,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-17.0,,,,,,,,,,,,0.0,13.0,1.0,28.0,0.0,72.0,2.0,10.0,0.0
2014J,684180,M,North Region,HE Qualification,,0-35,0,120,N,Pass,-21.0,,19.0,50.0,52.0,62.0,116.0,75.0,169.0,75.0,217.0,51.0,0.0,21.0,0.0,46.0,0.0,72.0,23.0,9.0,0.0
2014J,687698,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,Pass,-4.0,,19.0,41.0,54.0,56.0,124.0,55.0,166.0,53.0,217.0,58.0,0.0,39.0,0.0,53.0,1.0,42.0,2.0,29.0,8.0
2014J,696073,F,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,-22.0,,17.0,63.0,53.0,72.0,117.0,78.0,166.0,75.0,214.0,78.0,3.0,312.0,0.0,374.0,0.0,1374.0,14.0,89.0,2.0
2014J,696578,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-22.0,182.0,19.0,85.0,54.0,70.0,123.0,80.0,,,,,0.0,272.0,0.0,466.0,1.0,692.0,164.0,68.0,4.0
2014J,721259,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn,-30.0,128.0,19.0,65.0,,,,,,,,,4.0,1559.0,15.0,558.0,0.0,575.0,17.0,100.0,52.0
2014J,852847,M,South West Region,A Level or Equivalent,60-70%,55<=,0,60,N,Fail,-87.0,,15.0,42.0,49.0,27.0,,,,,,,2.0,3.0,1.0,63.0,0.0,72.0,7.0,33.0,0.0
2014J,998493,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,Pass,-135.0,,13.0,75.0,48.0,68.0,112.0,70.0,157.0,68.0,211.0,63.0,16.0,5145.0,7.0,2821.0,3.0,1911.0,29.0,318.0,214.0
2014J,1045203,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-155.0,,19.0,79.0,75.0,81.0,124.0,80.0,178.0,78.0,235.0,79.0,2.0,830.0,5.0,1071.0,4.0,1236.0,38.0,252.0,95.0
2014J,1112555,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-122.0,,19.0,64.0,57.0,72.0,123.0,70.0,166.0,66.0,214.0,62.0,3.0,629.0,0.0,428.0,3.0,1201.0,35.0,100.0,5.0
2014J,1183831,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Withdrawn,-115.0,166.0,25.0,76.0,54.0,72.0,131.0,66.0,,,,,23.0,331.0,1.0,272.0,2.0,1717.0,59.0,284.0,129.0
2014J,1268696,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-79.0,,18.0,55.0,54.0,82.0,117.0,64.0,165.0,35.0,215.0,65.0,0.0,171.0,2.0,101.0,0.0,23.0,4.0,24.0,1.0
2014J,1336190,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,-23.0,,,,,,,,,,,,10.0,32.0,0.0,235.0,0.0,576.0,11.0,110.0,47.0
2014J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass,-57.0,,19.0,82.0,57.0,72.0,117.0,66.0,180.0,73.0,215.0,56.0,3.0,229.0,0.0,208.0,0.0,588.0,11.0,50.0,2.0
2014J,1398979,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,Withdrawn,-72.0,213.0,19.0,76.0,52.0,65.0,117.0,72.0,172.0,78.0,,,19.0,3228.0,3.0,869.0,0.0,778.0,90.0,69.0,15.0
2014J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,1,60,N,Withdrawn,-99.0,63.0,26.0,63.0,,,,,,,,,0.0,66.0,4.0,102.0,0.0,463.0,14.0,47.0,10.0
2014J,1469279,F,East Anglian Region,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,-51.0,-22.0,,,,,,,,,,,,,,,,,,,
2014J,1471214,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-32.0,,19.0,70.0,58.0,77.0,117.0,74.0,166.0,60.0,215.0,74.0,5.0,203.0,0.0,89.0,0.0,777.0,6.0,57.0,24.0
2014J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,Y,Pass,5.0,,18.0,58.0,53.0,59.0,127.0,59.0,172.0,69.0,222.0,66.0,0.0,86.0,0.0,102.0,0.0,243.0,10.0,60.0,22.0
2014J,1484804,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-88.0,,29.0,64.0,75.0,57.0,131.0,64.0,185.0,70.0,215.0,74.0,0.0,25.0,0.0,540.0,0.0,721.0,21.0,128.0,19.0
2014J,1511033,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-67.0,,16.0,73.0,52.0,59.0,116.0,82.0,164.0,79.0,214.0,80.0,3.0,0.0,0.0,167.0,0.0,310.0,10.0,117.0,72.0
2014J,1576513,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-84.0,,19.0,87.0,54.0,85.0,116.0,86.0,165.0,85.0,213.0,90.0,34.0,7879.0,0.0,4338.0,1.0,2533.0,213.0,402.0,316.0
2014J,1609002,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-109.0,,23.0,74.0,59.0,77.0,116.0,87.0,165.0,81.0,214.0,78.0,3.0,59.0,0.0,303.0,3.0,546.0,23.0,59.0,29.0
2014J,1629771,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-115.0,,17.0,82.0,54.0,85.0,124.0,85.0,166.0,74.0,215.0,75.0,1.0,94.0,1.0,143.0,0.0,215.0,10.0,43.0,15.0
2014J,1676594,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Withdrawn,-73.0,32.0,,,,,,,,,,,0.0,15.0,0.0,32.0,0.0,105.0,10.0,15.0,0.0
2014J,1686551,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-99.0,108.0,19.0,80.0,,,,,,,,,0.0,113.0,0.0,169.0,3.0,260.0,17.0,58.0,27.0
2014J,1689639,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-154.0,110.0,18.0,63.0,52.0,78.0,,,,,,,0.0,842.0,9.0,391.0,0.0,478.0,8.0,103.0,51.0
2014J,1715896,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-42.0,,19.0,72.0,54.0,85.0,117.0,83.0,175.0,80.0,215.0,70.0,11.0,2987.0,2.0,1271.0,5.0,870.0,29.0,103.0,36.0
2014J,1721270,M,South East Region,Lower Than A Level,50-60%,35-55,0,90,N,Pass,-136.0,,22.0,73.0,54.0,57.0,121.0,62.0,170.0,30.0,215.0,68.0,0.0,66.0,0.0,87.0,0.0,506.0,33.0,29.0,9.0
2014J,1757766,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-150.0,,18.0,70.0,60.0,62.0,117.0,73.0,172.0,72.0,214.0,75.0,7.0,200.0,0.0,524.0,0.0,2234.0,29.0,192.0,115.0
2014J,1773377,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-37.0,,17.0,76.0,55.0,76.0,120.0,75.0,170.0,72.0,216.0,74.0,0.0,22.0,0.0,154.0,0.0,407.0,13.0,66.0,49.0
2014J,1799111,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-94.0,,18.0,76.0,53.0,83.0,116.0,78.0,166.0,72.0,214.0,78.0,0.0,214.0,0.0,294.0,0.0,573.0,5.0,76.0,12.0
2014J,1818673,F,Scotland,HE Qualification,20-30%,35-55,0,120,N,Fail,-44.0,,19.0,86.0,,,,,,,,,0.0,51.0,0.0,77.0,0.0,162.0,5.0,36.0,5.0
2014J,1839386,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-67.0,34.0,26.0,40.0,,,,,,,,,0.0,60.0,0.0,46.0,0.0,85.0,1.0,13.0,2.0
2014J,1926668,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-155.0,,18.0,66.0,52.0,60.0,116.0,68.0,164.0,59.0,213.0,58.0,25.0,58.0,0.0,262.0,0.0,1469.0,46.0,152.0,82.0
2014J,1947156,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-109.0,,17.0,68.0,44.0,70.0,114.0,73.0,164.0,87.0,211.0,83.0,8.0,627.0,0.0,452.0,10.0,780.0,10.0,108.0,79.0
2014J,1967783,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,-129.0,,16.0,70.0,52.0,70.0,113.0,63.0,164.0,60.0,214.0,62.0,10.0,633.0,0.0,327.0,0.0,1098.0,21.0,71.0,11.0
2014J,1970390,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass,-119.0,,-1.0,78.0,-1.0,90.0,-1.0,90.0,-1.0,80.0,-1.0,80.0,3.0,1644.0,0.0,869.0,0.0,998.0,30.0,62.0,14.0
2014J,1975209,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-74.0,,18.0,58.0,52.0,63.0,109.0,63.0,165.0,66.0,213.0,70.0,0.0,238.0,16.0,657.0,0.0,1530.0,43.0,193.0,77.0
2014J,2010232,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-7.0,,19.0,90.0,54.0,85.0,121.0,85.0,166.0,75.0,215.0,86.0,9.0,1764.0,12.0,1055.0,4.0,1083.0,49.0,141.0,10.0
2014J,2045084,M,North Western Region,HE Qualification,40-50%,35-55,0,120,N,Fail,-52.0,,39.0,72.0,,,,,,,,,0.0,31.0,0.0,71.0,0.0,135.0,51.0,31.0,7.0
2014J,2057803,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-53.0,,16.0,78.0,53.0,69.0,118.0,66.0,165.0,64.0,210.0,53.0,0.0,2328.0,0.0,656.0,0.0,344.0,14.0,52.0,24.0
2014J,2073016,F,London Region,Lower Than A Level,30-40%,35-55,1,60,N,Fail,-86.0,,-1.0,60.0,-1.0,53.0,-1.0,68.0,,,215.0,50.0,0.0,26.0,0.0,36.0,0.0,82.0,4.0,20.0,5.0
2014J,2085209,F,North Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-59.0,,26.0,83.0,66.0,87.0,117.0,89.0,166.0,85.0,215.0,90.0,15.0,2490.0,0.0,1639.0,3.0,2752.0,56.0,274.0,198.0
